Temperature,SS,G-10,Nylon,Lead,Brass,Nickel,Gd-Rh,Gd0.6-Er0.4-Rh,Er3-Ni,Er-Ni,Er-Ni2,Er-Al2,Er-Dy0.8-Ni2,Kapton,Nd,Er3-Ni (N),Er0.9-Yb0.1-Ni,Er3-Co,Er0.6-Pr0.4,Ho-Cu2,Er-Ni0.9-Co0.1,Ho2-Al,Er-Ag0.9-Al0.1,Ho-Sb,Dy-Sb,Gd-Sb,Er,Er0.5-Pr0.5,GAP_GdAlO 3,GOS_Gd 2 O 2 S
6.95378,0.02639,0.01238,0.00860,0.05727,0.00281,0.00872,0.26338,0.30134,0.37122,0.34645,0.32527,0.18295,0.15227,0.00596,0.28455,0.36210,0.50001,0.23657,0.15422,0.39355,0.65978,0.39126,0.11835,0.15085,0.10531,0.11488,0.06042,0.15293,0.04778,0.14361
7.03356,0.02675,0.01268,0.00886,0.05922,0.00288,0.00886,0.26617,0.30162,0.37806,0.35284,0.29538,0.19052,0.15566,0.00616,0.28813,0.36785,0.50979,0.24001,0.15762,0.37842,0.65679,0.39582,0.12179,0.14496,0.11038,0.11690,0.06219,0.15618,0.04711,0.14042
7.11426,0.02711,0.01298,0.00913,0.06119,0.00296,0.00899,0.26900,0.30190,0.38498,0.35940,0.27338,0.19838,0.15912,0.00637,0.29118,0.37313,0.51979,0.24349,0.16106,0.36875,0.65098,0.40043,0.12532,0.13931,0.11589,0.11896,0.06401,0.15948,0.04646,0.13739
7.19588,0.02748,0.01328,0.00941,0.06318,0.00304,0.00913,0.27186,0.30219,0.38446,0.36612,0.25873,0.20653,0.16264,0.00658,0.29356,0.37786,0.53004,0.24704,0.16456,0.36094,0.64214,0.40508,0.12896,0.13389,0.12189,0.12106,0.06587,0.16286,0.04582,0.13449
7.27844,0.02785,0.01359,0.00968,0.06519,0.00311,0.00927,0.27475,0.30247,0.38134,0.37301,0.25275,0.21498,0.16623,0.00681,0.29528,0.38200,0.54053,0.25064,0.16811,0.35494,0.63008,0.40977,0.13270,0.12870,0.12846,0.12318,0.06778,0.16630,0.04520,0.13171
7.36194,0.02823,0.01391,0.00996,0.06723,0.00319,0.00941,0.27767,0.30277,0.37829,0.38008,0.25038,0.22374,0.16989,0.00704,0.29637,0.38548,0.55128,0.25429,0.17171,0.35068,0.61467,0.41450,0.13656,0.12374,0.13565,0.12535,0.06973,0.16981,0.04458,0.12904
7.44641,0.02861,0.01422,0.01025,0.06929,0.00327,0.00955,0.28062,0.30306,0.37528,0.38733,0.24808,0.23282,0.17362,0.00727,0.29685,0.38825,0.56231,0.25801,0.17536,0.34807,0.59581,0.41928,0.14053,0.11900,0.14355,0.12754,0.07174,0.17339,0.04398,0.12648
7.53184,0.02899,0.01454,0.01053,0.07138,0.00336,0.00969,0.28361,0.30336,0.37234,0.39475,0.24587,0.24223,0.17742,0.00752,0.29676,0.39030,0.57362,0.26180,0.17907,0.34705,0.57350,0.42411,0.14461,0.11448,0.15228,0.12977,0.07379,0.17704,0.04338,0.12402
7.61825,0.02938,0.01487,0.01082,0.07349,0.00344,0.00984,0.28664,0.30366,0.36946,0.40236,0.24373,0.25197,0.18129,0.00777,0.29611,0.39158,0.58522,0.26565,0.18284,0.34750,0.54781,0.42898,0.14882,0.11018,0.16194,0.13204,0.07590,0.18077,0.04279,0.12165
7.70565,0.02978,0.01520,0.01111,0.07562,0.00352,0.00999,0.28970,0.30397,0.36665,0.41015,0.24168,0.26207,0.18524,0.00803,0.29495,0.39208,0.59714,0.26957,0.18666,0.34934,0.51889,0.43389,0.15314,0.10608,0.17267,0.13434,0.07806,0.18457,0.04222,0.11937
7.79406,0.03017,0.01553,0.01141,0.07778,0.00360,0.01013,0.29279,0.30428,0.36390,0.41813,0.23970,0.27252,0.18926,0.00830,0.29332,0.39180,0.60938,0.27356,0.19053,0.35245,0.48702,0.43885,0.15760,0.10220,0.18466,0.13668,0.08027,0.18844,0.04164,0.11717
7.88348,0.03058,0.01586,0.01171,0.07996,0.00369,0.01028,0.29592,0.30459,0.36122,0.42629,0.23780,0.28334,0.19336,0.00857,0.29124,0.39076,0.62196,0.27763,0.19446,0.35670,0.45256,0.44386,0.16218,0.09852,0.19810,0.13905,0.08253,0.19239,0.04108,0.11504
7.97392,0.03098,0.01620,0.01201,0.08216,0.00378,0.01044,0.29909,0.30491,0.35861,0.43464,0.23597,0.29454,0.19754,0.00886,0.28877,0.38898,0.63490,0.28178,0.19846,0.36198,0.41598,0.44891,0.16689,0.09504,0.21324,0.14146,0.08486,0.19641,0.04052,0.11298
8.06541,0.03143,0.01660,0.01243,0.08516,0.00391,0.01065,0.30164,0.30467,0.35608,0.44315,0.23422,0.30612,0.20180,0.00915,0.28596,0.38648,0.64821,0.28601,0.20251,0.36814,0.37787,0.45400,0.17174,0.09175,0.23040,0.14390,0.08724,0.20051,0.03997,0.11100
8.15794,0.03189,0.01703,0.01290,0.08850,0.00406,0.01086,0.30395,0.30421,0.35362,0.45184,0.23254,0.31811,0.20614,0.00945,0.28284,0.38333,0.66192,0.29033,0.20662,0.37502,0.33885,0.45915,0.17672,0.08867,0.24996,0.14638,0.08968,0.20470,0.03943,0.10907
8.25154,0.03236,0.01746,0.01337,0.09188,0.00422,0.01108,0.30629,0.30374,0.35124,0.46069,0.23094,0.33051,0.21056,0.00976,0.27949,0.37959,0.67604,0.29474,0.21079,0.38246,0.32625,0.46434,0.18185,0.08577,0.27239,0.14889,0.09218,0.20896,0.03889,0.10721
8.34621,0.03283,0.01789,0.01385,0.09530,0.00437,0.01130,0.30866,0.30327,0.34893,0.46968,0.22941,0.34332,0.21507,0.01008,0.27595,0.37531,0.69060,0.29924,0.21502,0.39029,0.31715,0.46957,0.18712,0.08306,0.29831,0.15144,0.09475,0.21330,0.03836,0.10540
8.44196,0.03331,0.01833,0.01433,0.09875,0.00453,0.01152,0.31105,0.30279,0.34671,0.47880,0.22795,0.35657,0.21966,0.01041,0.27229,0.37057,0.70561,0.30384,0.21931,0.39831,0.30907,0.47485,0.19255,0.08054,0.32848,0.15403,0.09738,0.21773,0.03783,0.10365
8.53881,0.03379,0.01878,0.01482,0.10225,0.00469,0.01174,0.31347,0.30231,0.34458,0.48802,0.22656,0.37026,0.22434,0.01075,0.26858,0.36545,0.72110,0.30854,0.22367,0.40632,0.30193,0.48018,0.19812,0.07820,0.36392,0.15665,0.10008,0.22224,0.03730,0.10195
8.63678,0.03428,0.01923,0.01532,0.10579,0.00485,0.01196,0.31592,0.30182,0.34253,0.49733,0.22524,0.38441,0.22911,0.01109,0.26489,0.36004,0.73711,0.31334,0.22810,0.41410,0.29563,0.48556,0.20385,0.07604,0.40596,0.15931,0.10284,0.22684,0.03678,0.10030
8.73587,0.03478,0.01968,0.01582,0.10936,0.00501,0.01219,0.31840,0.30132,0.34057,0.50667,0.22398,0.39902,0.23397,0.01145,0.26131,0.35444,0.75364,0.31825,0.23258,0.42142,0.29012,0.49098,0.20974,0.07405,0.45637,0.16201,0.10568,0.23152,0.03626,0.09870
8.83609,0.03528,0.02015,0.01632,0.11298,0.00518,0.01242,0.32090,0.30082,0.33870,0.51602,0.22280,0.41410,0.23892,0.01182,0.25790,0.34906,0.77074,0.32327,0.23714,0.42804,0.28532,0.28910,0.21580,0.07224,0.51759,0.16474,0.10859,0.23629,0.03575,0.09714
8.93747,0.03579,0.02061,0.01683,0.11664,0.00535,0.01266,0.32344,0.30031,0.33693,0.52532,0.22169,0.42966,0.24397,0.01220,0.25477,0.34415,0.78842,0.32840,0.24176,0.43368,0.28118,0.29327,0.22202,0.07060,0.59300,0.16750,0.11157,0.24115,0.03524,0.09562
9.04001,0.03630,0.02108,0.01735,0.12034,0.00552,0.01289,0.32600,0.29980,0.33525,0.53450,0.22064,0.44573,0.24912,0.01259,0.25201,0.33970,0.80673,0.33364,0.24645,0.43806,0.27763,0.29751,0.22842,0.06913,0.68747,0.17031,0.11463,0.24610,0.03474,0.09415
9.14372,0.03682,0.02156,0.01788,0.12409,0.00569,0.01313,0.32859,0.29928,0.33367,0.54351,0.21966,0.46229,0.25436,0.01299,0.24971,0.33568,0.82257,0.33900,0.25121,0.43600,0.27462,0.30180,0.23499,0.06782,0.80812,0.17315,0.11777,0.25114,0.03423,0.09271
9.24863,0.03734,0.02204,0.01841,0.12788,0.00586,0.01337,0.33122,0.29876,0.33220,0.55226,0.21874,0.47938,0.25970,0.01340,0.24799,0.33210,0.80057,0.34448,0.25604,0.40637,0.27211,0.30615,0.24175,0.06668,0.96585,0.17602,0.12099,0.25627,0.03373,0.09131
9.35474,0.03787,0.02253,0.01894,0.13171,0.00604,0.01362,0.33387,0.29823,0.33082,0.56065,0.21789,0.49699,0.26515,0.01383,0.24692,0.32892,0.77106,0.35008,0.26094,0.37640,0.27005,0.31056,0.24869,0.06570,1.34902,0.17893,0.12429,0.26150,0.03324,0.08995
9.46206,0.03841,0.02303,0.01948,0.13558,0.00621,0.01386,0.33655,0.29769,0.32956,0.56858,0.21711,0.51514,0.27070,0.01426,0.24617,0.32615,0.73517,0.35580,0.26592,0.34608,0.26840,0.31501,0.25582,0.06488,1.70324,0.18188,0.12768,0.26682,0.03274,0.08862
9.57062,0.03895,0.02352,0.02003,0.13950,0.00639,0.01411,0.33927,0.29715,0.32840,0.57594,0.21639,0.53383,0.27636,0.01471,0.24559,0.32377,0.69403,0.36164,0.27096,0.31542,0.26713,0.31952,0.26315,0.06421,1.66752,0.18487,0.13115,0.27223,0.03225,0.08732
9.68042,0.03950,0.02403,0.02059,0.14346,0.00657,0.01436,0.34201,0.29660,0.32735,0.58259,0.21574,0.55308,0.28212,0.01517,0.24518,0.32176,0.64891,0.36759,0.27609,0.28440,0.26619,0.32408,0.27069,0.06370,1.30430,0.18789,0.13472,0.27774,0.03176,0.08606
9.79148,0.04006,0.02454,0.02115,0.14747,0.00676,0.01462,0.34479,0.29604,0.32642,0.58840,0.21515,0.57289,0.28800,0.01565,0.24493,0.32012,0.60116,0.37367,0.28128,0.26239,0.26556,0.32868,0.27842,0.06333,0.93016,0.19094,0.13837,0.28335,0.03128,0.08482
9.90382,0.04062,0.02506,0.02171,0.15153,0.00694,0.01488,0.34760,0.29548,0.32560,0.59321,0.21462,0.59328,0.29400,0.01613,0.24485,0.31883,0.55222,0.37986,0.28656,0.25985,0.26520,0.33333,0.28637,0.06312,0.66213,0.19404,0.14213,0.28906,0.03079,0.08362
10.01745,0.04119,0.02559,0.02234,0.15579,0.00717,0.01515,0.35061,0.29448,0.32490,0.59689,0.21416,0.61425,0.30011,0.01663,0.24492,0.31788,0.50365,0.38617,0.29191,0.25749,0.26510,0.33802,0.29454,0.06305,0.48619,0.19717,0.14598,0.29487,0.03031,0.08244
10.13237,0.04179,0.02615,0.02323,0.16096,0.00760,0.01547,0.35463,0.29108,0.32432,0.59929,0.21376,0.63581,0.30634,0.01714,0.24516,0.31726,0.45710,0.39258,0.29734,0.25532,0.26523,0.34275,0.30294,0.06313,0.37067,0.20034,0.14993,0.30078,0.02983,0.08130
10.24862,0.04239,0.02672,0.02413,0.16619,0.00804,0.01580,0.35870,0.28764,0.32387,0.60025,0.21342,0.65796,0.31269,0.01767,0.24556,0.31696,0.41433,0.39908,0.30286,0.25332,0.26556,0.34752,0.31157,0.06335,0.29279,0.20354,0.15399,0.30679,0.02936,0.08017
10.36620,0.04300,0.02729,0.02504,0.17148,0.00848,0.01613,0.36282,0.28416,0.32354,0.59967,0.21315,0.68071,0.31916,0.01821,0.24611,0.31697,0.37726,0.40567,0.30845,0.25150,0.26608,0.35232,0.32043,0.06371,0.23868,0.20678,0.15816,0.31290,0.02888,0.07908
10.48513,0.04361,0.02788,0.02596,0.17683,0.00893,0.01646,0.36698,0.28064,0.32334,0.59744,0.21294,0.70408,0.32577,0.01876,0.24683,0.31728,0.34789,0.41235,0.31412,0.24985,0.26676,0.35715,0.32955,0.06421,0.21397,0.21006,0.16243,0.31912,0.02841,0.07800
10.60543,0.04424,0.02847,0.02690,0.18224,0.00939,0.01680,0.37119,0.27708,0.32327,0.59349,0.21279,0.72805,0.33250,0.01933,0.24770,0.31788,0.32840,0.41908,0.31989,0.24837,0.26760,0.36201,0.33891,0.06485,0.20481,0.21337,0.16682,0.32544,0.02794,0.07696
10.72710,0.04487,0.02906,0.02784,0.18772,0.00985,0.01714,0.37545,0.27348,0.32333,0.58778,0.21271,0.75265,0.33937,0.01991,0.24873,0.31875,0.32103,0.42586,0.32573,0.24706,0.26858,0.36690,0.34855,0.06562,0.19646,0.21672,0.17133,0.33187,0.02747,0.07593
10.85017,0.04550,0.02967,0.02880,0.19326,0.01031,0.01748,0.37976,0.26983,0.32353,0.58034,0.21268,0.77786,0.34638,0.02051,0.24991,0.31990,0.32124,0.43267,0.33166,0.24592,0.26968,0.37180,0.35845,0.06652,0.18888,0.22011,0.17596,0.33840,0.02701,0.07493
10.97466,0.04615,0.03028,0.02976,0.19886,0.01078,0.01783,0.38411,0.26615,0.32387,0.57120,0.21272,0.80370,0.35352,0.02112,0.25125,0.32131,0.32099,0.43948,0.33768,0.24494,0.27090,0.37671,0.36864,0.06755,0.18200,0.22354,0.18071,0.34504,0.02655,0.07394
11.10057,0.04680,0.03089,0.03074,0.20453,0.01126,0.01818,0.38852,0.26242,0.32435,0.56050,0.21283,0.83015,0.36081,0.02175,0.25274,0.32297,0.31981,0.44627,0.34379,0.24412,0.27223,0.38164,0.37912,0.06871,0.17578,0.22701,0.18559,0.35179,0.02609,0.07298
11.22792,0.04746,0.03152,0.03173,0.21026,0.01174,0.01854,0.39298,0.25865,0.32497,0.54838,0.21299,0.85724,0.36825,0.02240,0.25438,0.32487,0.31747,0.45300,0.34999,0.24346,0.27364,0.38658,0.38990,0.07000,0.17016,0.23052,0.19061,0.35865,0.02563,0.07204
11.35674,0.04813,0.03215,0.03273,0.21605,0.01223,0.01890,0.39749,0.25484,0.32573,0.53505,0.21322,0.88494,0.37584,0.02306,0.25618,0.32701,0.31390,0.45965,0.35628,0.24296,0.27515,0.39151,0.40100,0.07142,0.16511,0.23407,0.19576,0.36561,0.02518,0.07112
11.48703,0.04880,0.03279,0.03374,0.22192,0.01272,0.01926,0.40205,0.25098,0.32664,0.52073,0.21351,0.91326,0.38359,0.02374,0.25812,0.32938,0.30922,0.46617,0.36266,0.24261,0.27673,0.39644,0.41243,0.07295,0.16059,0.23766,0.20105,0.37269,0.02472,0.07022
11.61882,0.04949,0.03343,0.03476,0.22785,0.01322,0.01963,0.40666,0.24708,0.32770,0.50569,0.21386,0.94220,0.39150,0.02443,0.26022,0.33196,0.30373,0.47252,0.36914,0.24242,0.27839,0.40136,0.42420,0.07461,0.15655,0.24129,0.20648,0.37987,0.02428,0.06933
11.75212,0.05018,0.03409,0.03580,0.23385,0.01372,0.02001,0.41132,0.24314,0.32890,0.49020,0.21428,0.97174,0.39957,0.02514,0.26246,0.33475,0.29791,0.47865,0.37571,0.24237,0.28012,0.40626,0.43634,0.07639,0.15296,0.24496,0.21207,0.38717,0.02383,0.06846
11.88696,0.05087,0.03475,0.03684,0.23991,0.01423,0.02038,0.41604,0.23915,0.33026,0.47451,0.21476,1.00188,0.40781,0.02587,0.26485,0.33775,0.29242,0.48449,0.38238,0.24247,0.28191,0.41114,0.44884,0.07829,0.14980,0.24868,0.21781,0.39458,0.02339,0.06761
12.02333,0.05158,0.03541,0.03790,0.24605,0.01475,0.02077,0.42122,0.23511,0.33178,0.45888,0.21531,1.03261,0.41622,0.02662,0.26738,0.34095,0.28810,0.49000,0.38915,0.24272,0.28376,0.41599,0.46175,0.08030,0.14702,0.25244,0.22371,0.40209,0.02295,0.06678
12.16128,0.05230,0.03609,0.03897,0.25226,0.01527,0.02115,0.42843,0.23103,0.33345,0.44356,0.21592,1.06393,0.42481,0.02738,0.27006,0.34433,0.28560,0.49509,0.39602,0.24311,0.28567,0.42080,0.47506,0.08243,0.14461,0.25624,0.22977,0.40973,0.02251,0.06596
12.30080,0.05302,0.03677,0.04005,0.25854,0.01580,0.02154,0.43573,0.22690,0.33528,0.42873,0.21659,1.09580,0.43359,0.02816,0.27288,0.34789,0.28402,0.49970,0.40299,0.24365,0.28763,0.42557,0.48881,0.08467,0.14255,0.26010,0.23600,0.41747,0.02208,0.06516
12.44193,0.05375,0.03747,0.04115,0.26489,0.01633,0.02194,0.44311,0.22272,0.33726,0.41458,0.21733,0.88966,0.44256,0.02896,0.27585,0.35163,0.28318,0.50375,0.41007,0.24432,0.28964,0.43028,0.50302,0.08702,0.14080,0.26400,0.24241,0.42532,0.02165,0.06437
12.58467,0.05449,0.03816,0.04226,0.27131,0.01687,0.02234,0.45058,0.21849,0.33941,0.40125,0.21813,0.58516,0.45172,0.02978,0.27896,0.35554,0.28298,0.50714,0.41725,0.24514,0.29171,0.43494,0.51771,0.08949,0.13935,0.26796,0.24900,0.43329,0.02122,0.06360
12.72905,0.05524,0.03887,0.04338,0.27781,0.01742,0.02274,0.45813,0.21422,0.34172,0.38884,0.21900,0.43468,0.46108,0.03062,0.28220,0.35961,0.28332,0.50978,0.42453,0.24609,0.29382,0.43952,0.53291,0.09206,0.13818,0.27197,0.25578,0.44137,0.02080,0.06284
12.87509,0.05599,0.03959,0.04451,0.28438,0.01797,0.02315,0.46577,0.20990,0.34419,0.37742,0.21993,0.34495,0.47064,0.03147,0.28559,0.36384,0.28413,0.51152,0.43192,0.24717,0.29598,0.44402,0.54865,0.09474,0.13727,0.27603,0.26275,0.44956,0.02038,0.06210
13.02281,0.05676,0.04031,0.04566,0.29103,0.01853,0.02356,0.47349,0.20552,0.34683,0.36704,0.22093,0.28537,0.48042,0.03235,0.28912,0.36822,0.28533,0.51024,0.43942,0.24839,0.29819,0.44843,0.56496,0.09753,0.13662,0.28015,0.26992,0.45786,0.01996,0.06137
13.17221,0.05753,0.04104,0.04682,0.29775,0.01909,0.02398,0.48131,0.20110,0.34963,0.35770,0.22200,0.24293,0.49042,0.03324,0.29278,0.37274,0.28686,0.50590,0.44704,0.24974,0.30045,0.45274,0.58189,0.10042,0.13619,0.28433,0.27730,0.46628,0.01955,0.06065
13.32334,0.05831,0.04178,0.04799,0.30455,0.01966,0.02441,0.48921,0.19663,0.35260,0.34942,0.22313,0.19822,0.50065,0.03416,0.29657,0.37740,0.28863,0.49917,0.45476,0.25121,0.30276,0.45694,0.59946,0.10342,0.13598,0.28857,0.28489,0.47480,0.01914,0.05994
13.47620,0.05911,0.04253,0.04918,0.31143,0.02024,0.02483,0.49721,0.19210,0.35573,0.34217,0.22433,0.19565,0.51112,0.03510,0.30050,0.38219,0.29061,0.49068,0.46260,0.25282,0.30511,0.46101,0.61773,0.10651,0.13599,0.29288,0.29270,0.48344,0.01874,0.05925
13.63081,0.05991,0.04329,0.05038,0.31839,0.02082,0.02527,0.50529,0.18753,0.35903,0.33591,0.22560,0.19322,0.52182,0.03605,0.30457,0.38711,0.29273,0.48101,0.47056,0.25455,0.30751,0.46495,0.63674,0.10971,0.13619,0.29726,0.30074,0.49219,0.01834,0.05857
13.78719,0.06072,0.04406,0.05159,0.32542,0.02142,0.02570,0.51347,0.18290,0.36250,0.33061,0.22694,0.19092,0.53278,0.03703,0.30876,0.39215,0.29494,0.47067,0.47863,0.25641,0.30996,0.46874,0.65654,0.11301,0.13658,0.30171,0.30902,0.50104,0.01794,0.05790
13.94537,0.06154,0.04483,0.05282,0.33254,0.02201,0.02615,0.52174,0.17822,0.36613,0.32621,0.22835,0.18875,0.54399,0.03803,0.31309,0.39731,0.29721,0.46013,0.48682,0.25838,0.31246,0.47237,0.67719,0.11640,0.13716,0.30624,0.31754,0.51000,0.01755,0.05725
14.10536,0.06237,0.04562,0.05406,0.33974,0.02262,0.02660,0.53011,0.17348,0.36994,0.32267,0.22983,0.18672,0.55547,0.03905,0.31755,0.40258,0.29949,0.44979,0.49513,0.26048,0.31501,0.47582,0.69876,0.11989,0.13790,0.31085,0.32631,0.51907,0.01717,0.05660
14.26719,0.06320,0.04641,0.05531,0.34702,0.02323,0.02705,0.53857,0.16869,0.37390,0.31992,0.23139,0.18481,0.56723,0.04009,0.32213,0.40796,0.30176,0.44003,0.50357,0.26270,0.31761,0.47907,0.72131,0.12348,0.13881,0.31555,0.33535,0.52825,0.01679,0.05597
14.43088,0.06405,0.04721,0.05658,0.35439,0.02385,0.02751,0.54713,0.16385,0.37804,0.31792,0.23301,0.18303,0.57928,0.04116,0.32684,0.41344,0.30399,0.43115,0.51213,0.26504,0.32027,0.48212,0.74493,0.12716,0.13988,0.32033,0.34466,0.53753,0.01641,0.05535
14.59644,0.06491,0.04802,0.05787,0.36184,0.02447,0.02797,0.55579,0.15895,0.38234,0.31660,0.23471,0.18137,0.59163,0.04224,0.33167,0.41901,0.30615,0.42340,0.52082,0.26749,0.32297,0.48495,0.76969,0.13094,0.14111,0.32522,0.35426,0.54691,0.01604,0.05473
14.76390,0.06578,0.04884,0.05917,0.36938,0.02511,0.02844,0.56455,0.15399,0.38680,0.31592,0.23648,0.17984,0.60428,0.04335,0.33663,0.42469,0.30825,0.41699,0.52963,0.27006,0.32573,0.48753,0.79571,0.13480,0.14248,0.33020,0.36415,0.55640,0.01567,0.05413
14.93329,0.06665,0.04967,0.06048,0.37700,0.02575,0.02891,0.57341,0.14897,0.39142,0.31582,0.23833,0.17842,0.61726,0.04448,0.34171,0.43045,0.31026,0.41207,0.53858,0.27274,0.32855,0.48986,0.82307,0.13876,0.14400,0.33530,0.37434,0.56598,0.01531,0.05354
15.10462,0.06777,0.05059,0.06207,0.38464,0.02734,0.02998,0.58370,0.14765,0.39621,0.31626,0.24025,0.17713,0.63057,0.04564,0.34691,0.43629,0.31226,0.40874,0.54766,0.27554,0.33142,0.47878,0.85189,0.14280,0.14566,0.34051,0.38484,0.57566,0.01495,0.05295
15.27791,0.06906,0.05156,0.06383,0.39234,0.02956,0.03078,0.59479,0.14872,0.40115,0.31719,0.24225,0.17595,0.64422,0.04681,0.35223,0.44222,0.31441,0.40704,0.55687,0.27844,0.33436,0.46671,0.88232,0.14694,0.14746,0.34585,0.39567,0.58544,0.01460,0.05238
15.45319,0.07035,0.05254,0.06562,0.40012,0.03180,0.03158,0.60600,0.14981,0.40625,0.31858,0.24433,0.17489,0.65823,0.04801,0.35766,0.44823,0.31674,0.40698,0.56622,0.28146,0.33735,0.45586,0.91448,0.15116,0.14939,0.35131,0.40685,0.59531,0.01425,0.05182
15.63048,0.07167,0.05353,0.06743,0.40799,0.03407,0.03240,0.61735,0.15091,0.41151,0.32038,0.24649,0.17394,0.67261,0.04924,0.36321,0.45431,0.31923,0.40850,0.57571,0.28458,0.34040,0.44628,0.94855,0.15547,0.15145,0.35692,0.41837,0.60526,0.01391,0.05126
15.80981,0.07299,0.05453,0.06926,0.41596,0.03637,0.03323,0.62883,0.15202,0.41691,0.32256,0.24872,0.17311,0.68739,0.05049,0.36888,0.46045,0.32190,0.41150,0.58533,0.28781,0.34351,0.43799,0.98471,0.15986,0.15365,0.36267,0.43027,0.61531,0.01357,0.05071
15.99120,0.07433,0.05555,0.07111,0.42401,0.03869,0.03406,0.64044,0.15315,0.42246,0.32508,0.25104,0.17239,0.70256,0.05176,0.37465,0.46667,0.32473,0.41569,0.59510,0.29114,0.34669,0.43105,1.02315,0.16434,0.15597,0.36859,0.44254,0.62543,0.01324,0.05018
16.17466,0.07569,0.05658,0.07298,0.43215,0.04104,0.03490,0.65218,0.15428,0.42815,0.32792,0.25344,0.17177,0.71815,0.05306,0.38054,0.47294,0.32775,0.42029,0.60502,0.29458,0.34993,0.42544,1.06410,0.16890,0.15841,0.37467,0.45521,0.63564,0.01292,0.04965
16.36023,0.07707,0.05762,0.07487,0.44039,0.04341,0.03576,0.66405,0.15543,0.43399,0.33105,0.25593,0.17127,0.73419,0.05438,0.38654,0.47928,0.33093,0.42508,0.61508,0.29812,0.35323,0.42117,1.11945,0.17354,0.16098,0.38093,0.46829,0.64592,0.01260,0.04913
16.54793,0.07845,0.05867,0.07679,0.44873,0.04581,0.03662,0.67607,0.15660,0.43995,0.33445,0.25850,0.17087,0.72637,0.05573,0.39264,0.48567,0.33429,0.43005,0.62529,0.30177,0.35660,0.41820,1.17634,0.17827,0.16367,0.38739,0.48181,0.65628,0.01228,0.04861
16.73778,0.07986,0.05973,0.07873,0.45716,0.04824,0.03749,0.68822,0.15777,0.44604,0.33809,0.26115,0.17057,0.62006,0.05710,0.39885,0.49212,0.33783,0.43519,0.63565,0.30551,0.36004,0.41649,1.20513,0.18307,0.16648,0.39406,0.49577,0.66670,0.01197,0.04811
16.92981,0.08128,0.06081,0.08068,0.46568,0.05070,0.03838,0.70051,0.15896,0.45226,0.34196,0.26390,0.17038,0.55363,0.05849,0.40516,0.49861,0.34154,0.44051,0.64616,0.30935,0.36354,0.41598,1.18682,0.18795,0.16942,0.40095,0.51020,0.67719,0.01167,0.04761
17.12405,0.08272,0.06189,0.08267,0.47431,0.05319,0.03927,0.71641,0.16017,0.45859,0.34603,0.26673,0.17030,0.50949,0.05992,0.41157,0.50516,0.34543,0.44599,0.65683,0.31329,0.36711,0.41657,1.10499,0.19291,0.17247,0.40807,0.52511,0.68773,0.01137,0.04712
17.32051,0.08417,0.06299,0.08467,0.48303,0.05570,0.04017,0.73449,0.16139,0.46503,0.35029,0.26965,0.17031,0.47893,0.06136,0.41808,0.51174,0.34949,0.45162,0.66766,0.31733,0.37076,0.41816,0.94885,0.19795,0.17564,0.41545,0.54053,0.69833,0.01107,0.04664
17.51922,0.08564,0.06411,0.08670,0.49185,0.05825,0.04109,0.75277,0.16262,0.47157,0.35473,0.27267,0.17043,0.45720,0.06284,0.42469,0.51837,0.35372,0.45740,0.67864,0.32146,0.37447,0.42063,0.72528,0.20307,0.17892,0.42309,0.55648,0.70897,0.01079,0.04616
17.72022,0.08713,0.06523,0.08875,0.50078,0.06082,0.04201,0.77126,0.16387,0.47821,0.35933,0.27578,0.17065,0.44150,0.06434,0.43139,0.52504,0.35812,0.46332,0.68979,0.32569,0.37825,0.42386,0.60792,0.20826,0.18232,0.43103,0.57299,0.71965,0.01050,0.04569
17.92352,0.08863,0.06637,0.09082,0.50980,0.06342,0.04295,0.78996,0.16513,0.48493,0.36408,0.27899,0.17096,0.43009,0.06586,0.43818,0.53174,0.36270,0.46938,0.70111,0.33001,0.38210,0.42770,0.53966,0.21352,0.18584,0.43927,0.59007,0.73036,0.01023,0.04523
18.12916,0.09016,0.06752,0.09292,0.51893,0.06605,0.04389,0.80888,0.16640,0.49172,0.36896,0.28229,0.17137,0.42184,0.06742,0.44507,0.53847,0.36744,0.47557,0.71259,0.33442,0.38603,0.43201,0.49780,0.21886,0.18948,0.44785,0.60775,0.74110,0.00996,0.04477
18.33715,0.09169,0.06869,0.09504,0.52817,0.06872,0.04485,0.82802,0.16769,0.49858,0.37398,0.28569,0.17188,0.41597,0.06900,0.45204,0.54524,0.37236,0.48189,0.72424,0.33892,0.39002,0.43664,0.47194,0.22427,0.19323,0.45678,0.62606,0.75186,0.00969,0.04433
18.54753,0.09325,0.06987,0.09718,0.53751,0.07141,0.04582,0.84737,0.16899,0.50550,0.37912,0.28919,0.17249,0.41194,0.07060,0.45909,0.55203,0.37743,0.48833,0.73606,0.34352,0.39409,0.44142,0.45667,0.22975,0.19709,0.46609,0.64504,0.76262,0.00943,0.04388
18.76032,0.09483,0.07106,0.09936,0.54696,0.07413,0.04680,0.86695,0.17031,0.51245,0.38437,0.29280,0.17319,0.40936,0.07223,0.46623,0.55885,0.38267,0.49488,0.74806,0.34820,0.39823,0.44620,0.44861,0.23531,0.20107,0.47581,0.66471,0.77338,0.00917,0.04345
