Temperature,SS,G-10,Nylon,Lead,Brass,Nickel,Gd-Rh,Gd0.6-Er0.4-Rh,Er3-Ni,Er-Ni,Er-Ni2,Er-Al2,Er-Dy0.8-Ni2,Kapton,Nd,Er3-Ni (N),Er0.9-Yb0.1-Ni,Er3-Co,Er0.6-Pr0.4,Ho-Cu2,Er-Ni0.9-Co0.1,Ho2-Al,Er-Ag0.9-Al0.1,Ho-Sb,Dy-Sb,Gd-Sb,Er,Er0.5-Pr0.5,GAP_GdAlO 3,GOS_Gd 2 O 2 S
2.51938,0.00983,0.00120,0.00059,0.00294,0.00039,0.00267,0.09493,0.17636,0.03692,0.08575,0.12262,0.00224,0.02245,0.00029,0.05165,0.08954,0.07829,0.05288,,0.12573,0.06494,0.13741,0.01351,0.00099,0.02007,0.02849,,0.02403,0.38033,0.27729
2.54828,0.00994,0.00121,0.00059,0.00297,0.00040,0.00270,0.09632,0.17838,0.03799,0.08709,0.12478,0.00237,0.02293,0.00030,0.05288,0.08996,0.08021,0.05385,,0.12777,0.06725,0.13884,0.01377,0.00113,0.02022,0.02885,,0.02450,0.38573,0.28028
2.57752,0.01005,0.00123,0.00060,0.00301,0.00040,0.00274,0.09772,0.18043,0.03908,0.08845,0.12698,0.00250,0.02343,0.00031,0.05415,0.09040,0.08217,0.05483,,0.12984,0.06962,0.14029,0.01403,0.00129,0.02037,0.02921,,0.02499,0.39131,0.28331
2.60709,0.01017,0.00124,0.00061,0.00304,0.00041,0.00277,0.09914,0.18250,0.04022,0.08983,0.12921,0.00265,0.02393,0.00032,0.05545,0.09085,0.08418,0.05583,,0.13194,0.07206,0.14178,0.01429,0.00147,0.02052,0.02958,,0.02548,0.39707,0.28636
2.63700,0.01028,0.00126,0.00062,0.00308,0.00041,0.00280,0.10058,0.18459,0.04138,0.09122,0.13149,0.00280,0.02445,0.00033,0.05679,0.09132,0.08622,0.05686,,0.13407,0.07456,0.14329,0.01457,0.00167,0.02068,0.02995,,0.02599,0.40302,0.28944
2.66726,0.01040,0.00127,0.00062,0.00311,0.00042,0.00283,0.10203,0.18671,0.04258,0.09263,0.13380,0.00295,0.02497,0.00034,0.05815,0.09181,0.08830,0.05790,,0.13624,0.07712,0.14483,0.01485,0.00191,0.02084,0.03034,,0.02651,0.40918,0.29256
2.69786,0.01052,0.00129,0.00063,0.00315,0.00042,0.00287,0.10350,0.18885,0.04381,0.09407,0.13615,0.00312,0.02551,0.00035,0.05955,0.09232,0.09043,0.05897,,0.13844,0.07975,0.14639,0.01513,0.00218,0.02101,0.03073,,0.02704,0.41558,0.29571
2.72881,0.01064,0.00130,0.00064,0.00318,0.00043,0.00290,0.10498,0.19102,0.04507,0.09552,0.13855,0.00330,0.02606,0.00036,0.06098,0.09285,0.09259,0.06005,,0.14067,0.08245,0.14799,0.01543,0.00249,0.02118,0.03113,,0.02758,0.42222,0.29890
2.76012,0.01076,0.00132,0.00064,0.00322,0.00043,0.00294,0.10649,0.19321,0.04638,0.09699,0.14099,0.00349,0.02662,0.00038,0.06245,0.09340,0.09480,0.06116,,0.14294,0.08522,0.14961,0.01574,0.00284,0.02135,0.03153,,0.02813,0.42913,0.30212
2.79178,0.01089,0.00133,0.00065,0.00326,0.00044,0.00297,0.10801,0.19542,0.04772,0.09848,0.14347,0.00368,0.02719,0.00039,0.06395,0.09397,0.09705,0.06229,,0.14525,0.08805,0.15126,0.01605,0.00324,0.02153,0.03195,,0.02870,0.43633,0.30539
2.82381,0.01101,0.00135,0.00066,0.00329,0.00044,0.00301,0.10954,0.19767,0.04910,0.10000,0.14599,0.00389,0.02778,0.00040,0.06549,0.09456,0.09935,0.06344,,0.14759,0.09095,0.15294,0.01637,0.00371,0.02171,0.03237,,0.02928,0.44384,0.30870
2.85621,0.01114,0.00136,0.00067,0.00333,0.00045,0.00304,0.11110,0.19993,0.05052,0.10153,0.14856,0.00411,0.02838,0.00041,0.06706,0.09517,0.10169,0.06461,,0.14996,0.09391,0.15464,0.01670,0.00423,0.02190,0.03280,,0.02987,0.45171,0.31205
2.88898,0.01127,0.00138,0.00067,0.00337,0.00045,0.00308,0.11267,0.20223,0.05198,0.10308,0.15117,0.00435,0.02899,0.00043,0.06867,0.09580,0.10408,0.06580,,0.15237,0.09695,0.15638,0.01704,0.00484,0.02209,0.03325,,0.03048,0.45995,0.31544
2.92213,0.01140,0.00139,0.00068,0.00341,0.00046,0.00311,0.11426,0.20455,0.05349,0.10466,0.15383,0.00459,0.02961,0.00044,0.07032,0.09646,0.10651,0.06702,,0.15481,0.10005,0.15814,0.01739,0.00553,0.02229,0.03369,,0.03110,0.46861,0.31889
2.95565,0.01153,0.00141,0.00069,0.00345,0.00046,0.00315,0.11587,0.20690,0.05503,0.10626,0.15654,0.00485,0.03025,0.00046,0.07201,0.09714,0.10899,0.06826,0.00091,0.15729,0.10323,0.15994,0.01775,0.00632,0.02249,0.03415,,0.03173,0.47772,0.32238
2.98956,0.01166,0.00143,0.00070,0.00349,0.00047,0.00319,0.11750,0.20927,0.05663,0.10788,0.15930,0.00513,0.03090,0.00047,0.07373,0.09785,0.11152,0.06952,0.00204,0.15981,0.10648,0.16176,0.01812,0.00722,0.02270,0.03462,,0.03238,0.48735,0.32593
3.02386,0.01178,0.00147,0.00072,0.00360,0.00048,0.00323,0.11895,0.21143,0.05826,0.10952,0.16210,0.00542,0.03157,0.00049,0.07549,0.09858,0.11409,0.07081,0.00319,0.16237,0.10979,0.16361,0.01849,0.00825,0.02291,0.03510,,0.03304,0.49754,0.32954
3.05855,0.01190,0.00153,0.00076,0.00376,0.00049,0.00327,0.12034,0.21351,0.05995,0.11119,0.16495,0.00573,0.03224,0.00051,0.07729,0.09935,0.11671,0.07212,0.00435,0.16496,0.11318,0.16549,0.01888,0.00943,0.02313,0.03559,0.00002,0.03372,0.50835,0.33321
3.09364,0.01202,0.00160,0.00079,0.00391,0.00050,0.00332,0.12175,0.21562,0.06168,0.11288,0.16785,0.00605,0.03294,0.00052,0.07913,0.10013,0.11939,0.07345,0.00553,0.16759,0.11665,0.16741,0.01928,0.01078,0.02335,0.03608,0.00034,0.03441,0.51987,0.33694
3.12913,0.01214,0.00166,0.00082,0.00407,0.00051,0.00336,0.12317,0.21775,0.06347,0.11459,0.17081,0.00640,0.03365,0.00054,0.08100,0.10095,0.12211,0.07481,0.00673,0.17025,0.12018,0.16935,0.01970,0.01232,0.02358,0.03659,0.00068,0.03512,0.53217,0.34074
3.16503,0.01226,0.00172,0.00086,0.00423,0.00052,0.00341,0.12460,0.21990,0.06530,0.11633,0.17381,0.00676,0.03437,0.00056,0.08292,0.10180,0.12489,0.07619,0.00794,0.17296,0.12379,0.17132,0.02012,0.01408,0.02381,0.03711,0.00102,0.03585,0.54537,0.34462
3.20135,0.01238,0.00179,0.00089,0.00439,0.00054,0.00345,0.12605,0.22208,0.06719,0.11809,0.17687,0.00714,0.03511,0.00058,0.08488,0.10268,0.12771,0.07760,0.00918,0.17570,0.12747,0.17332,0.02056,0.01608,0.02405,0.03764,0.00137,0.03659,0.55958,0.34857
3.23808,0.01251,0.00185,0.00093,0.00455,0.00055,0.00350,0.12752,0.22428,0.06914,0.11988,0.17998,0.00755,0.03587,0.00060,0.08688,0.10360,0.13059,0.07903,0.01043,0.17848,0.13123,0.17536,0.02101,0.01837,0.02430,0.03818,0.00173,0.03734,0.57496,0.35260
3.27523,0.01264,0.00192,0.00096,0.00471,0.00056,0.00354,0.12901,0.22651,0.07114,0.12169,0.18315,0.00797,0.03664,0.00062,0.08892,0.10454,0.13352,0.08049,0.01170,0.18130,0.13507,0.17742,0.02147,0.02097,0.02456,0.03873,0.00209,0.03812,0.59167,0.35672
3.31280,0.01276,0.00198,0.00100,0.00488,0.00057,0.00359,0.13051,0.22877,0.07320,0.12353,0.18637,0.00843,0.03743,0.00064,0.09100,0.10552,0.13651,0.08197,0.01299,0.18416,0.13898,0.17951,0.02194,0.02394,0.02482,0.03929,0.00247,0.03891,0.60994,0.36093
3.35081,0.01289,0.00205,0.00103,0.00504,0.00059,0.00364,0.13203,0.23105,0.07531,0.12540,0.18965,0.00890,0.03823,0.00066,0.09312,0.10654,0.13955,0.08348,0.01430,0.18706,0.14297,0.18164,0.02243,0.02733,0.02509,0.03986,0.00285,0.03972,0.63003,0.36525
3.38925,0.01302,0.00212,0.00107,0.00521,0.00060,0.00369,0.13357,0.23336,0.07749,0.12730,0.19299,0.00941,0.03906,0.00068,0.09528,0.10760,0.14264,0.08501,0.01563,0.19000,0.14705,0.18380,0.02293,0.03117,0.02536,0.04045,0.00324,0.04055,0.65228,0.36967
3.42814,0.01316,0.00219,0.00111,0.00538,0.00061,0.00374,0.13513,0.23569,0.07973,0.12922,0.19638,0.00994,0.03990,0.00071,0.09748,0.10870,0.14579,0.08657,0.01697,0.19297,0.15120,0.18599,0.02345,0.03555,0.02565,0.04104,0.00364,0.04139,0.67713,0.37420
3.46747,0.01329,0.00226,0.00114,0.00556,0.00062,0.00378,0.13670,0.23805,0.08204,0.13117,0.19984,0.01051,0.04076,0.00073,0.09972,0.10983,0.14900,0.08815,0.01834,0.19599,0.15544,0.18821,0.02399,0.04051,0.02594,0.04165,0.00405,0.04226,0.70513,0.37886
3.50725,0.01342,0.00233,0.00118,0.00573,0.00064,0.00383,0.13829,0.24043,0.08441,0.13315,0.20335,0.01110,0.04163,0.00076,0.10201,0.11101,0.15227,0.08976,0.01973,0.19905,0.15976,0.19046,0.02453,0.04615,0.02624,0.04227,0.00447,0.04314,0.73703,0.38364
3.54749,0.01356,0.00240,0.00122,0.00591,0.00065,0.00388,0.13990,0.24285,0.08686,0.13516,0.20693,0.01173,0.04253,0.00078,0.10433,0.11224,0.15559,0.09140,0.02114,0.20214,0.16418,0.19275,0.02510,0.05254,0.02655,0.04291,0.00490,0.04405,0.77384,0.38857
3.58819,0.01370,0.00247,0.00126,0.00609,0.00066,0.00394,0.14153,0.24529,0.08937,0.13720,0.21057,0.01240,0.04345,0.00081,0.10670,0.11351,0.15898,0.09306,0.02257,0.20528,0.16868,0.19506,0.02568,0.05978,0.02687,0.04356,0.00534,0.04497,0.81698,0.39365
3.62935,0.01384,0.00254,0.00130,0.00627,0.00068,0.00399,0.14317,0.24776,0.09195,0.13927,0.21428,0.01310,0.04438,0.00084,0.10910,0.11483,0.16242,0.09475,0.02401,0.20846,0.17327,0.19741,0.02628,0.06797,0.02720,0.04422,0.00579,0.04591,0.86852,0.39890
3.67099,0.01398,0.00262,0.00134,0.00645,0.00069,0.00404,0.14484,0.25026,0.09461,0.14138,0.21805,0.01385,0.04534,0.00087,0.11155,0.11620,0.16593,0.09647,0.02549,0.21168,0.17796,0.19980,0.02689,0.07722,0.02753,0.04489,0.00626,0.04688,0.93160,0.40433
3.71311,0.01412,0.00269,0.00138,0.00664,0.00071,0.00409,0.14652,0.25279,0.09735,0.14351,0.22189,0.01463,0.04631,0.00090,0.11403,0.11762,0.16950,0.09821,0.02698,0.21493,0.18275,0.20221,0.02753,0.08765,0.02788,0.04558,0.00673,0.04787,0.64886,0.40994
3.75571,0.01427,0.00277,0.00142,0.00683,0.00072,0.00414,0.14823,0.25534,0.10017,0.14568,0.22579,0.01546,0.04731,0.00093,0.11656,0.11910,0.17313,0.09998,0.02849,0.21823,0.18764,0.20466,0.02818,0.09941,0.02824,0.04628,0.00721,0.04888,0.48596,0.41577
3.79880,0.01442,0.00284,0.00146,0.00701,0.00073,0.00420,0.14995,0.25793,0.10307,0.14788,0.22976,0.01634,0.04833,0.00096,0.11912,0.12063,0.17682,0.10178,0.03003,0.22157,0.19263,0.20714,0.02886,0.11265,0.02861,0.04700,0.00771,0.04991,0.39000,0.42183
3.84238,0.01456,0.00292,0.00150,0.00721,0.00075,0.00425,0.15170,0.26054,0.10605,0.15012,0.23381,0.01726,0.04937,0.00099,0.12172,0.12222,0.18058,0.10360,0.03159,0.22495,0.19774,0.20966,0.02955,0.12752,0.02899,0.04773,0.00821,0.05096,0.32676,0.42814
3.88647,0.01471,0.00300,0.00154,0.00740,0.00076,0.00431,0.15346,0.26319,0.10912,0.15239,0.23792,0.01824,0.05043,0.00103,0.12436,0.12388,0.18440,0.10546,0.03318,0.22837,0.20295,0.21221,0.03026,0.14419,0.02939,0.04848,0.00873,0.05204,0.28194,0.43472
3.93105,0.01487,0.00308,0.00158,0.00760,0.00078,0.00436,0.15524,0.26586,0.11227,0.15470,0.24211,0.01928,0.05152,0.00107,0.12704,0.12560,0.18829,0.10733,0.03478,0.23183,0.20829,0.21479,0.03100,0.16286,0.02980,0.04924,0.00926,0.05314,0.24851,0.44160
3.97616,0.01502,0.00316,0.00163,0.00780,0.00079,0.00442,0.15705,0.26857,0.11552,0.15704,0.24637,0.02037,0.05263,0.00110,0.12975,0.12738,0.19225,0.10924,0.03641,0.23533,0.21375,0.21741,0.03176,0.18372,0.03022,0.05002,0.00980,0.05427,0.22263,0.44881
4.02177,0.01518,0.00326,0.00169,0.00818,0.00081,0.00448,0.15878,0.27030,0.11983,0.15942,0.25070,0.02153,0.05376,0.00114,0.13250,0.12924,0.19627,0.11117,0.03807,0.23888,0.21933,0.22006,0.03254,0.20699,0.03065,0.05082,0.01036,0.05542,0.20199,0.45638
4.06791,0.01534,0.00339,0.00178,0.00879,0.00084,0.00454,0.16044,0.27095,0.12378,0.16184,0.25511,0.02275,0.05492,0.00118,0.13528,0.13117,0.20037,0.11313,0.03975,0.24246,0.22506,0.22274,0.03334,0.23289,0.03110,0.05163,0.01093,0.05660,0.18516,0.46436
4.11459,0.01550,0.00352,0.00186,0.00940,0.00086,0.00460,0.16213,0.27160,0.12778,0.16430,0.25960,0.02393,0.05610,0.00122,0.13810,0.13318,0.20453,0.11512,0.04145,0.24608,0.23092,0.22546,0.03417,0.26165,0.03156,0.05245,0.01151,0.05780,0.17116,0.47278
4.16179,0.01567,0.00365,0.00195,0.01001,0.00089,0.00467,0.16382,0.27227,0.13183,0.16680,0.26417,0.02510,0.05731,0.00127,0.14095,0.13526,0.20877,0.11713,0.04318,0.24974,0.23692,0.22822,0.03502,0.29351,0.03204,0.05330,0.01210,0.05903,0.15933,0.48170
4.20954,0.01583,0.00379,0.00204,0.01063,0.00092,0.00473,0.16554,0.27293,0.13593,0.16934,0.26882,0.02633,0.05854,0.00131,0.14383,0.13743,0.21307,0.11917,0.04493,0.25344,0.24309,0.23101,0.03590,0.32872,0.03254,0.05416,0.01271,0.06029,0.14921,0.49117
4.25783,0.01600,0.00392,0.00213,0.01126,0.00094,0.00479,0.16728,0.27361,0.14007,0.17193,0.27355,0.02761,0.05980,0.00136,0.14674,0.13969,0.21746,0.12124,0.04671,0.25718,0.24941,0.23383,0.03681,0.36753,0.03306,0.05504,0.01334,0.06157,0.14045,0.50127
4.30668,0.01617,0.00406,0.00223,0.01190,0.00097,0.00486,0.16904,0.27429,0.14426,0.17455,0.27836,0.02896,0.06109,0.00140,0.14967,0.14204,0.22191,0.12333,0.04852,0.26096,0.25590,0.23669,0.03774,0.41020,0.03359,0.05594,0.01398,0.06289,0.13280,0.51208
4.35609,0.01635,0.00420,0.00232,0.01255,0.00100,0.00493,0.17082,0.27499,0.14849,0.17723,0.28326,0.03035,0.06240,0.00145,0.15264,0.14448,0.22644,0.12545,0.05036,0.26478,0.26257,0.23959,0.03871,0.45696,0.03414,0.05686,0.01463,0.06423,0.12605,0.52368
4.40607,0.01652,0.00434,0.00241,0.01320,0.00102,0.00499,0.17262,0.27569,0.15278,0.17994,0.28824,0.03182,0.06374,0.00151,0.15563,0.14702,0.23105,0.12760,0.05222,0.26863,0.26942,0.24252,0.03970,0.50805,0.03471,0.05779,0.01530,0.06560,0.12005,0.53619
4.45662,0.01670,0.00448,0.00251,0.01386,0.00105,0.00506,0.17444,0.27639,0.15711,0.18271,0.29331,0.03334,0.06512,0.00156,0.15865,0.14966,0.23574,0.12978,0.05410,0.27252,0.27646,0.24549,0.04072,0.56368,0.03531,0.05874,0.01599,0.06700,0.11469,0.54975
4.50775,0.01688,0.00462,0.00260,0.01453,0.00108,0.00513,0.17628,0.27711,0.16149,0.18552,0.29847,0.03494,0.06652,0.00161,0.16169,0.15241,0.24050,0.13198,0.05602,0.27645,0.28371,0.24849,0.04178,0.62406,0.03592,0.05972,0.01669,0.06843,0.10986,0.56451
4.55947,0.01706,0.00477,0.00270,0.01520,0.00111,0.00520,0.17814,0.27783,0.16593,0.18838,0.30372,0.03660,0.06795,0.00167,0.16475,0.15528,0.24535,0.13421,0.05797,0.28042,0.29117,0.25153,0.04286,0.68934,0.03657,0.06071,0.01741,0.06989,0.10550,0.58067
4.61178,0.01724,0.00491,0.00280,0.01588,0.00114,0.00527,0.18002,0.27856,0.17041,0.19129,0.30907,0.03833,0.06941,0.00173,0.16784,0.15826,0.25027,0.13647,0.05994,0.28442,0.29885,0.25461,0.04398,0.75964,0.03723,0.06173,0.01814,0.07139,0.10153,0.59847
4.66469,0.01743,0.00506,0.00290,0.01657,0.00117,0.00534,0.18193,0.27931,0.17495,0.19425,0.31451,0.04015,0.07091,0.00179,0.17094,0.16136,0.25528,0.13875,0.06194,0.28846,0.30677,0.25772,0.04514,0.83503,0.03792,0.06276,0.01889,0.07292,0.09790,0.61819
4.71821,0.01761,0.00521,0.00300,0.01727,0.00120,0.00541,0.18386,0.28005,0.17954,0.19727,0.32004,0.04203,0.07243,0.00185,0.17406,0.16459,0.26038,0.14106,0.06397,0.29253,0.31492,0.26087,0.04633,0.91554,0.03864,0.06381,0.01966,0.07448,0.09458,0.64023
4.77234,0.01780,0.00536,0.00310,0.01798,0.00122,0.00548,0.18580,0.28081,0.18418,0.20034,0.32567,0.04401,0.07399,0.00192,0.17720,0.16796,0.26556,0.14339,0.06603,0.29664,0.32332,0.26406,0.04756,1.00109,0.03939,0.06489,0.02045,0.07607,0.09152,0.66504
4.82709,0.01799,0.00552,0.00320,0.01869,0.00125,0.00555,0.18778,0.28158,0.18887,0.20346,0.33140,0.04606,0.07559,0.00199,0.18035,0.17146,0.27083,0.14575,0.06813,0.30078,0.33199,0.26728,0.04882,1.09155,0.04017,0.06599,0.02126,0.07770,0.08869,0.69323
4.88247,0.01819,0.00567,0.00330,0.01942,0.00129,0.00563,0.18977,0.28235,0.19362,0.20665,0.33723,0.04821,0.07721,0.00206,0.18351,0.17510,0.27619,0.14814,0.07025,0.30495,0.34092,0.27055,0.05013,1.18669,0.04098,0.06711,0.02209,0.07937,0.08607,0.72562
4.93849,0.01838,0.00583,0.00341,0.02015,0.00132,0.00570,0.19179,0.28314,0.19843,0.20989,0.34317,0.05044,0.07888,0.00213,0.18668,0.17889,0.28163,0.15056,0.07241,0.30916,0.35014,0.27384,0.05147,1.28616,0.04183,0.06825,0.02293,0.08107,0.08363,0.76329
4.99515,0.01858,0.00599,0.00352,0.02089,0.00135,0.00578,0.19383,0.28393,0.20328,0.21320,0.34920,0.05277,0.08057,0.00221,0.18987,0.18284,0.28717,0.15300,0.07459,0.31339,0.35963,0.27718,0.05286,1.38952,0.04271,0.06942,0.02380,0.08281,0.08136,0.80770
5.05245,0.01878,0.00615,0.00362,0.02163,0.00138,0.00586,0.19589,0.28473,0.20820,0.21656,0.35535,0.05520,0.08231,0.00228,0.19306,0.18694,0.29281,0.15547,0.07681,0.31766,0.36943,0.28056,0.05429,1.49619,0.04363,0.07061,0.02469,0.08458,0.07923,0.86098
5.11042,0.01899,0.00631,0.00373,0.02239,0.00141,0.00593,0.19798,0.28555,0.21317,0.22000,0.36160,0.05773,0.08408,0.00236,0.19626,0.19121,0.29854,0.15796,0.07906,0.32195,0.37952,0.28397,0.05576,1.60548,0.04460,0.07182,0.02560,0.08639,0.07724,0.92617
5.16905,0.01919,0.00647,0.00384,0.02316,0.00144,0.00601,0.20009,0.28637,0.21819,0.22349,0.36796,0.06037,0.08589,0.00245,0.19946,0.19566,0.30437,0.16048,0.08135,0.32627,0.38992,0.28742,0.05728,1.71655,0.04560,0.07305,0.02653,0.08825,0.07537,1.00795
5.22836,0.01940,0.00664,0.00395,0.02393,0.00148,0.00609,0.20222,0.28720,0.22328,0.22706,0.37444,0.06312,0.08774,0.00253,0.20267,0.20027,0.31030,0.16303,0.08367,0.33061,0.40062,0.29091,0.05885,1.82844,0.04666,0.07432,0.02748,0.09014,0.07360,1.11379
5.28834,0.01961,0.00681,0.00407,0.02471,0.00151,0.00617,0.20438,0.28804,0.22842,0.23070,0.38103,0.06599,0.08963,0.00262,0.20588,0.20507,0.31633,0.16561,0.08602,0.33498,0.41164,0.29444,0.06047,1.94005,0.04776,0.07560,0.02846,0.09207,0.07194,0.71208
5.34901,0.01982,0.00698,0.00418,0.02550,0.00154,0.00625,0.20656,0.28889,0.23362,0.23441,0.38773,0.06897,0.09156,0.00272,0.20909,0.21005,0.32247,0.16821,0.08841,0.33937,0.42296,0.29801,0.06213,2.05015,0.04892,0.07691,0.02945,0.09405,0.07036,0.50401
5.41038,0.02004,0.00715,0.00429,0.02631,0.00158,0.00633,0.20877,0.28975,0.23889,0.23820,0.39455,0.07208,0.09353,0.00281,0.21230,0.21521,0.32871,0.17084,0.09083,0.34379,0.43458,0.30162,0.06385,2.15743,0.05013,0.07825,0.03048,0.09606,0.06887,0.40924
5.47245,0.02025,0.00732,0.00441,0.02712,0.00161,0.00642,0.21101,0.29061,0.24421,0.24206,0.40150,0.07532,0.09554,0.00291,0.21552,0.22057,0.33506,0.17349,0.09329,0.34822,0.44650,0.30526,0.06562,2.11622,0.05140,0.07961,0.03152,0.09812,0.06746,0.35396
5.53524,0.02047,0.00750,0.00453,0.02793,0.00164,0.00650,0.21327,0.29149,0.24959,0.24600,0.40856,0.07869,0.09760,0.00301,0.21873,0.22612,0.34153,0.17618,0.09579,0.35268,0.45869,0.30895,0.06744,1.93073,0.05274,0.08100,0.03260,0.10023,0.06611,0.31712
5.59874,0.02070,0.00768,0.00465,0.02876,0.00168,0.00658,0.21555,0.29238,0.25504,0.25003,0.41575,0.08220,0.09970,0.00312,0.22194,0.23187,0.34810,0.17889,0.09832,0.35715,0.47114,0.31268,0.06933,1.74311,0.05415,0.08241,0.03369,0.10238,0.06482,0.29040
5.66298,0.02092,0.00786,0.00477,0.02960,0.00171,0.00667,0.21787,0.29328,0.26054,0.25414,0.42306,0.08585,0.10184,0.00323,0.22515,0.23781,0.35480,0.18163,0.10089,0.36163,0.48383,0.31644,0.07127,1.55335,0.05563,0.08386,0.03482,0.10457,0.06360,0.26985
5.72795,0.02115,0.00804,0.00489,0.03045,0.00175,0.00676,0.22021,0.29419,0.26611,0.25834,0.43051,0.08965,0.10404,0.00334,0.22836,0.24394,0.36162,0.18440,0.10350,0.36613,0.49672,0.32025,0.07326,1.36140,0.05719,0.08533,0.03597,0.10681,0.06242,0.25336
5.79366,0.02138,0.00822,0.00501,0.03131,0.00179,0.00684,0.22257,0.29511,0.27175,0.26263,0.43808,0.09360,0.10628,0.00346,0.23156,0.25026,0.36856,0.18720,0.10614,0.37064,0.50978,0.32409,0.07533,1.16725,0.05884,0.08683,0.03715,0.10910,0.06130,0.23971
5.86013,0.02161,0.00841,0.00514,0.03217,0.00182,0.00693,0.22496,0.29604,0.27745,0.26701,0.44579,0.09772,0.10857,0.00358,0.23477,0.25676,0.37563,0.19002,0.10883,0.37516,0.52294,0.32798,0.07745,0.97087,0.06058,0.08835,0.03836,0.11144,0.06022,0.22812
5.92737,0.02185,0.00860,0.00526,0.03305,0.00186,0.00702,0.22739,0.29698,0.28321,0.27149,0.45363,0.10200,0.11110,0.00370,0.23798,0.26343,0.38283,0.19288,0.11155,0.37968,0.53616,0.33191,0.07964,0.77224,0.06242,0.08991,0.03959,0.11382,0.05919,0.21808
5.99537,0.02208,0.00879,0.00539,0.03394,0.00190,0.00711,0.22983,0.29794,0.28904,0.27607,0.46162,0.10645,0.11368,0.00383,0.24119,0.27027,0.39017,0.19577,0.11432,0.38421,0.54937,0.33588,0.08190,0.57134,0.06437,0.09149,0.04086,0.11626,0.05819,0.20924
6.06416,0.02239,0.00904,0.00561,0.03557,0.00196,0.00723,0.23225,0.29822,0.29494,0.28076,0.46974,0.11108,0.11632,0.00397,0.24440,0.27726,0.39764,0.19869,0.11713,0.38874,0.56247,0.33989,0.08423,0.36813,0.06643,0.09310,0.04216,0.11875,0.05723,0.20137
6.13373,0.02270,0.00930,0.00585,0.03726,0.00203,0.00734,0.23468,0.29847,0.30091,0.28555,0.47800,0.11589,0.11900,0.00410,0.24762,0.28438,0.40526,0.20164,0.11997,0.39327,0.57537,0.34394,0.08663,0.23266,0.06862,0.09475,0.04348,0.12128,0.05631,0.19427
6.20410,0.02302,0.00957,0.00608,0.03898,0.00209,0.00746,0.23714,0.29871,0.30694,0.29045,0.48641,0.12089,0.12174,0.00425,0.25085,0.29162,0.41302,0.20462,0.12286,0.39780,0.58796,0.34803,0.08910,0.22384,0.07095,0.09642,0.04485,0.12388,0.05541,0.18781
6.27528,0.02334,0.00983,0.00632,0.04072,0.00216,0.00758,0.23963,0.29896,0.31304,0.29547,0.49497,0.12609,0.12454,0.00439,0.25409,0.29893,0.42094,0.20764,0.12580,0.40232,0.60011,0.35216,0.09165,0.21532,0.07343,0.09812,0.04624,0.12652,0.05455,0.18190
6.34727,0.02366,0.01010,0.00656,0.04247,0.00223,0.00770,0.24215,0.29922,0.31922,0.30060,0.50368,0.13150,0.12738,0.00455,0.25734,0.30631,0.42902,0.21070,0.12877,0.40684,0.61167,0.35634,0.09427,0.20708,0.07607,0.09986,0.04767,0.12922,0.05371,0.17644
6.42010,0.02399,0.01038,0.00681,0.04425,0.00230,0.00783,0.24470,0.29947,0.32546,0.30586,0.83635,0.13711,0.13029,0.00470,0.26061,0.31370,0.43725,0.21379,0.13179,0.41134,0.62247,0.36055,0.09698,0.19912,0.07888,0.10162,0.04913,0.13198,0.05289,0.17137
6.49375,0.02432,0.01065,0.00705,0.04605,0.00237,0.00795,0.24728,0.29973,0.33177,0.31125,0.72245,0.14294,0.13325,0.00487,0.26391,0.32107,0.44566,0.21692,0.13486,0.41517,0.63235,0.36481,0.09977,0.19144,0.08190,0.10342,0.05063,0.13479,0.05210,0.16665
6.56826,0.02466,0.01093,0.00730,0.04787,0.00244,0.00807,0.24989,0.29999,0.33816,0.31676,0.62447,0.14900,0.13627,0.00503,0.26723,0.32838,0.45424,0.22009,0.13797,0.41892,0.64109,0.36911,0.10264,0.18403,0.08512,0.10525,0.05216,0.13767,0.05134,0.16223
6.64361,0.02500,0.01121,0.00756,0.04970,0.00251,0.00820,0.25253,0.30025,0.34462,0.32241,0.54095,0.15529,0.13935,0.00521,0.27060,0.33558,0.46300,0.22330,0.14112,0.42344,0.64848,0.37346,0.10560,0.17688,0.08858,0.10711,0.05373,0.14060,0.05059,0.15808
6.71983,0.02534,0.01150,0.00781,0.05156,0.00258,0.00833,0.25519,0.30052,0.35116,0.32820,0.47051,0.16183,0.14249,0.00539,0.27400,0.34261,0.47195,0.22655,0.14432,0.42543,0.65429,0.37785,0.10865,0.16999,0.09230,0.10900,0.05534,0.14359,0.04986,0.15416
6.79693,0.02569,0.01179,0.00807,0.05345,0.00266,0.00846,0.25789,0.30079,0.35777,0.33413,0.41185,0.16861,0.14569,0.00557,0.27745,0.34941,0.48110,0.22984,0.14757,0.42257,0.65827,0.38228,0.11179,0.16336,0.09631,0.11093,0.05699,0.14664,0.04915,0.15046
6.87491,0.02604,0.01208,0.00833,0.05535,0.00273,0.00859,0.26062,0.30106,0.36445,0.34022,0.36379,0.17564,0.14895,0.00576,0.28097,0.35593,0.49045,0.23318,0.15087,0.41339,0.66019,0.38675,0.11502,0.15698,0.10063,0.11289,0.05868,0.14976,0.04846,0.14694
