temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
20,-808.3325728
20.8360780372,-808.075255462
21.7071073986,-807.779842725
22.6145491859,-807.442602398
23.5599255806,-807.059488102
24.5448223974,-806.626115668
25.570891744,-806.137738035
26.6398547929,-805.589218572
27.7535046682,-804.975002759
28.9137094536,-804.289088181
30.122415326,-803.524992759
31.38164982,-802.675721189
32.6935252292,-801.733729529
34.0602421493,-800.690887906
35.4840931694,-799.538441321
36.9674667178,-798.266968533
38.5128510684,-796.866339022
40.1228385148,-795.32566806
41.8001297183,-793.633269917
43.5475382388,-791.776609269
45.3679952535,-789.742250895
47.2645544746,-787.515807779
49.2403972712,-785.081887764
51.2988380062,-782.424038953
53.4433295957,-779.524694073
55.6774693011,-776.365114088
58.0050047635,-772.925331374
60.4298402899,-769.184092837
62.9560434028,-765.118803392
65.5878516626,-760.705470311
68.3296797766,-755.918648969
71.186127004,-750.731390599
74.161984871,-745.115192731
77.2622452081,-739.039953015
80.4921085242,-732.473927196
83.8569927293,-725.383692025
87.3625422235,-717.734113917
91.0146373648,-709.48832413
94.8194043329,-700.607701204
98.7832254059,-691.051861298
102.912749666,-680.778656898
107.214904153,-669.744184123
111.696905484,-657.902798517
116.366271959,-645.20713874
121.230836171,-631.608156911
126.298758149,-617.05515353
131.578539039,-601.495813774
137.079035372,-584.876240555
142.809473914,-567.140977886
148.779467146,-548.233015797
154.999029389,-528.093765139
161.478593602,-506.66298697
168.229028881,-483.878656674
175.261658694,-459.676737378
182.588279873,-433.990830241
190.221182406,-406.751660717
198.173170046,-377.886349347
206.457581798,-347.317402869
215.088314286,-314.961345758
224.079845067,-280.726893268
233.447256919,-244.512543878
243.206263136,-206.203440976
253.373233891,-165.667319604
263.965223695,-122.749312959
275,-77.26534375
