temperature_K,value_W/(m-K)
85,0.0107618940798
86.6915513222,0.0108417205223
88.4167655371,0.0109472612491
90.1763125565,0.0110761627116
91.970875624,0.0112263564976
93.80115158,0.0113960105482
95.6678511327,0.0115834909554
97.5716991336,0.011787332165
99.5134348593,0.0120062138655
101.493812298,0.0122389431948
103.513600444,0.0124844411562
105.573583593,0.0127417323449
107.674561651,0.0130099372448
109.817350441,0.0132882664872
112.002782021,0.0135760165585
114.23170501,0.013872566547
116.504984912,0.0141773755721
118.823504456,0.014489980618
121.188163939,0.0148099945404
123.599881574,0.0151371040623
126.059593846,0.0154710676228
128.568255877,0.0158117129683
131.126841797,0.0161589344226
133.736345122,0.016512689783
136.397779139,0.0168729968306
139.112177299,0.0172399294479
141.880593622,0.0176136133696
144.704103101,0.0179942215871
147.583802124,0.018381969462
150.520808896,0.0187771095902
153.516263876,0.0191799264889
156.571330219,0.0195907311582
159.687194227,0.0200098556152
162.865065809,0.0204376474499
166.106178955,0.0208744645238
169.41179221,0.0213206698708
172.783189164,0.0217766269262
176.221678954,0.0222426951884
179.728596766,0.0227192264223
183.30530436,0.0232065615644
186.953190595,0.0237050284448
190.673671968,0.0242149405293
194.468193167,0.0247365968291
198.338227629,0.0252702832081
202.285278114,0.0258162752932
206.310877286,0.0263748432483
210.416588313,0.0269462586742
214.604005468,0.0275308039358
218.874754753,0.0281287842432
223.230494527,0.0287405428227
227.672916152,0.0293664795969
232.203744651,0.0300070737488
236.824739372,0.0306629106741
241.537694678,0.0313347138027
246.34444064,0.0320233818797
251.246843749,0.0327300323377
256.24680764,0.0334560515418
261.346273832,0.0342031527554
266.547222479,0.0349734429119
271.851673145,0.0357694994939
277.261685583,0.0365944590972
282.779360534,0.0374521197219
288.406840548,0.0383470593295
294.146310812,0.0392847739115
300,0.040271839301
