temperature_K,value_W/(m-K)
10,0.11220184543
10.5458118713,0.114811172413
11.1214148025,0.117540777646
11.728434825,0.120396507812
12.368586721,0.123382827608
13.0436788673,0.126502862689
13.7556183445,0.129758438892
14.5064163234,0.13315011956
15.2981937474,0.136677243143
16.1331873231,0.140337963534
17.0137558394,0.144129295679
17.9423868306,0.148047169016
18.9217036038,0.152086491106
19.9544726491,0.156241223606
21.0436114548,0.160504472378
22.1921967496,0.16486859309
23.4034731932,0.169325313163
24.6808625431,0.173865870363
26.0279733201,0.178481167751
27.4486110025,0.183161944094
28.9467887762,0.187898958256
30.5267388712,0.192683185535
32.192924518,0.19750602344
33.9500525555,0.202359503986
35.8030867271,0.207236509307
37.7572617036,0.212130987233
39.8180978702,0.217038163424
41.9914169213,0.221954746801
44.2833583062,0.226879125235
46.7003965727,0.231811548863
49.2493596571,0.236754298871
51.9374481727,0.241711840209
54.7722557505,0.246690957317
57.7617904912,0.251700872667
60.9144975871,0.256753348621
64.2392831789,0.261862773774
67.7455395152,0.267046235585
71.4431714848,0.27232358164
75.3426245969,0.277717472326
79.454914489,0.283253428004
83.7916580452,0.288959873949
88.365106213,0.294868186318
93.1881786111,0.301012742274
98.2745000263,0.307430977034
103.638438902,0.314163450117
109.29514793,0.321253922332
115.260606852,0.32874944412
121.551667603,0.3367004547
128.186101919,0.345160890049
135.182651535,0.354188296007
142.561081136,0.363843940733
150.342234183,0.374192918264
158.5480918,0.385304231977
167.201834868,0.397250843234
176.327909506,0.410109666362
185.952096131,0.423961486204
196.101582287,0.438890768793
206.805039447,0.454985329066
218.092704005,0.472335811972
229.996462694,0.49103493483
242.549942664,0.511176429414
255.788606473,0.53285361222
269.749852269,0.556157501052
284.473119434,0.581174386077
300,0.607982754731
