temperature_K,value_W/(m-K)
70,0.0116353846679
71.6099553182,0.0116493037281
73.2569385811,0.0117015672299
74.9418014078,0.0117880095878
76.665415004,0.0119050693351
78.4286706127,0.0120496718277
80.232479975,0.0122191386624
82.0777758011,0.0124111177447
83.9655122534,0.0126235293952
85.8966654391,0.0128545249584
87.8722339155,0.0131024551686
89.8932392057,0.0133658461133
91.9607263276,0.0136433810823
94.0757643336,0.0139338869249
96.2394468637,0.0142363238106
98.4528927109,0.0145497774959
100.7172464,0.0148734533691
103.033678778,0.0152066716846
105.403387622,0.0155488635138
107.827598258,0.0158995670519
110.30756419,0.0162584239703
112.844567756,0.0166251756255
115.439920784,0.0169996589403
118.094965276,0.0173818018769
120.811074096,0.0177716184224
123.589651685,0.0181692030722
126.432134785,0.0185747248
129.339993182,0.0189884205541
132.314730466,0.0194105883037
135.357884809,0.019841579698
138.471029759,0.0202817923965
141.655775056,0.0207316621379
144.913767462,0.0211916546157
148.246691613,0.0216622572421
151.656270893,0.02214397087
155.14426832,0.0226373015569
158.712487461,0.0231427524664
162.362773365,0.0236608159766
166.097013514,0.0241919661254
169.917138803,0.0247366514862
173.825124536,0.0252952886059
177.822991446,0.0258682561537
181.912806743,0.0264558899417
186.096685181,0.0270584790008
190.376790152,0.027676262926
194.755334806,0.0283094307259
199.234583192,0.028958121443
203.816851432,0.0296224268375
208.504508917,0.0303023964544
213.299979531,0.0309980454164
218.205742909,0.0317093653244
223.224335712,0.0324363386774
228.358352947,0.0331789572113
233.610449301,0.0339372446209
238.983340519,0.0347112841253
244.479804805,0.035501251393
250.102684262,0.0363074533359
255.854886357,0.0371303733087
261.739385428,0.0379707234107
267.759224222,0.0388295044964
273.917515465,0.03970807475
280.217443476,0.0406082277496
286.66226581,0.0415322812082
293.255314944,0.0424831778341
300,0.0434646001577
