temperature_K,value_W/(m-K)
4,0.0107891228861
4.13722278149,0.0107142652487
4.27915308593,0.0107002053031
4.42595240815,0.0107412924335
4.5777877832,0.0108330426403
4.73483197638,0.0109718927045
4.8972636798,0.011155008712
5.06526771577,0.0113801354962
5.23903524701,0.0116454771676
5.41876399424,0.0119496014877
5.60465846113,0.012291362719
5.79693016697,0.0126698389498
5.99579788738,0.013084280893
6.20148790323,0.0135340698991
6.4142342581,0.0140186834716
6.63427902461,0.0145376669798
6.86187257985,0.0150906105666
7.09727389027,0.0156771304739
7.34075080633,0.0162968541726
7.5925803673,0.0169494088073
7.85304911648,0.017634412553
8.12245342723,0.0183514685435
8.40109984019,0.0191001610758
8.68930541211,0.0198800538254
8.98739807658,0.0206906898279
9.2957170172,0.0215315929943
9.61461305347,0.0224022709394
9.94444904002,0.0233022189075
10.2856002794,0.0242309245862
10.6384549494,0.0251878736045
11.0034145441,0.0261725555201
11.3808943315,0.0271844701047
11.7713238255,0.0282231337513
12.1751472748,0.0292880858334
12.5928241684,0.0303788948628
13.0248297582,0.0314951643048
13.4716556002,0.0326365379259
13.9338101134,0.0338027045649
14.4118191585,0.0349934022349
14.9062266363,0.0362084214801
15.4175951065,0.0374476079283
15.9465064276,0.0387108639952
16.4935624194,0.0399981497112
17.0593855474,0.041309482655
17.6446196312,0.0426449369937
18.2499305773,0.044004641634
18.8760071362,0.0453887775067
19.5235616869,0.0467975740084
20.1933310467,0.0482313046357
20.8860773102,0.0496902818513
21.602588716,0.0511748512255
22.3436805437,0.0526853849031
23.110196042,0.0542222744454
23.9030073874,0.0557859231026
24.7230166774,0.0573767375711
25.5711569562,0.0589951192953
26.4483932771,0.0606414553713
27.3557238,0.0623161091161
28.2941809274,0.0640194103642
29.2648324791,0.0657516455592
30.2687829073,0.067513047707
31.3071745531,0.0693037862645
32.3811889463,0.0711239570387
33.4920481501,0.0729735721753
34.6410161514,0.074852550322
35.8294002989,0.0767607070546
37.058552791,0.0786977456609
38.329872214,0.0806632483789
39.6448051339,0.0826566681969
41.0048477419,0.0846773213191
42.4115475574,0.0867243804133
43.8665051882,0.0887968687532
45.3713761523,0.0908936553738
46.9278727613,0.0930134513594
48.5377660688,0.0951548073809
50.2028878856,0.0973161125982
51.9251328643,0.0994955950401
53.7064606546,0.101691323565
55.5488981334,0.1039012115
57.4545417111,0.106123022038
59.4255597168,0.108354375476
61.4641948659,0.110592758329
63.5727668113,0.112835534375
65.7536747836,0.115079957629
68.0094003204,0.117323187253
70.3425100904,0.119562304344
72.7556588133,0.121794330562
75.2515922813,0.124016248493
77.8331504824,0.126225023633
80.5032708329,0.128417627846
83.2649915186,0.130591064111
86.1214549529,0.132742392378
89.0759113517,0.134868756273
92.1317224316,0.136967410428
95.2923652356,0.139035748151
98.5614360888,0.14107132915
101.942654691,0.143071907026
105.439868348,0.145035456202
109.057056352,0.146960198018
112.798334506,0.148844625649
116.667959808,0.150687527582
120.670335297,0.152488009346
124.81001506,0.154245513253
129.091709416,0.155959835885
133.520290275,0.157631143134
138.100796679,0.159259982606
142.838440541,0.16084729323
147.73861257,0.162394411971
152.806888407,0.163903077548
158.049034972,0.165375431133
163.47101702,0.166814013997
169.079003932,0.16822176213
174.879376735,0.169601997873
180.87873536,0.170958418621
187.083906155,0.172295082686
193.501949649,0.173616392387
200.140168588,0.174927074457
207.006116244,0.176232157838
214.107605008,0.177536948923
221.452715282,0.178847004246
229.049804673,0.180168100625
236.907517497,0.181506202673
245.034794624,0.182867427534
253.440883644,0.184258006651
262.135349394,0.185684244253
271.128084837,0.187152472167
280.429322322,0.188669000449
290.049645228,0.190240063202
300,0.191871758834
