time_s,solver_dt_s,ggg_Tavg_K,cold_stage_Tavg_K,sample_Tavg_K,support_1_heat_leak_W,support_2_heat_leak_W,switch_heat_flow_W,newton_iterations,trajectory_validation_state
454.0,2.0,1.7740385778745653,1.7738102231688764,1.7738103992530818,2.3835378226055243e-06,2.415105005888832e-06,0.00014153231963438804,2,NOT_PERFORMED
456.0,2.0,1.777394267849011,1.777167386262063,1.7771675614451221,2.3812050385393504e-06,2.41267883133441e-06,0.0001413191574786743,2,NOT_PERFORMED
458.0,2.0,1.780753519239457,1.7805280979844036,1.7805282722669518,2.378862316518826e-06,2.41024272017133e-06,0.00014110576667039602,2,NOT_PERFORMED
460.0,2.0,1.7841163535719553,1.7838923800191469,1.7838925534018057,2.376509616160242e-06,2.4077966249002606e-06,0.00014089214586405794,2,NOT_PERFORMED
462.0,2.0,1.7874827925886987,1.7872602542631457,1.787260426746508,2.3741468962029204e-06,2.4053404992513076e-06,0.0001406782937003439,2,NOT_PERFORMED
464.0,2.0,1.7908528582509853,1.7906317428297824,1.7906319144144267,2.371774113124662e-06,2.4028742961048667e-06,0.0001404642088053437,2,NOT_PERFORMED
466.0,2.0,1.7942265727424789,1.7940068680524477,1.7940070387389333,2.36939122556175e-06,2.400397970907033e-06,0.00014024988979093625,2,NOT_PERFORMED
468.0,2.0,1.7976039584724375,1.7973856524877265,1.7973858222765933,2.366998193187255e-06,2.3979114784189606e-06,0.00014003533525402788,2,NOT_PERFORMED
470.0,2.0,1.8009847837374957,1.8007678693847013,1.8007680382828144,2.3645967679762262e-06,2.395416670772855e-06,0.00013982056045525336,2,NOT_PERFORMED
472.0,2.0,1.8043684476862496,1.804152910851884,1.8041530788759448,2.3621905913779074e-06,2.392917397054267e-06,0.0001396056032801689,2,NOT_PERFORMED
474.0,2.0,1.8077549657548253,1.807540794404664,1.8075409615558018,2.3597772507239113e-06,2.39041110398437e-06,0.00013939046255483786,2,NOT_PERFORMED
476.0,2.0,1.8111443534870075,1.8109315358920468,1.8109317021713434,2.357356039141413e-06,2.3878970603022277e-06,0.0001391751373220441,2,NOT_PERFORMED
478.0,2.0,1.8145366265428169,1.8143251511142044,1.8143253165226854,2.354926583851059e-06,2.3853748795562284e-06,0.0001389596266076664,2,NOT_PERFORMED
480.0,2.0,1.8179318007083893,1.817721655990536,1.817721820529192,2.352488642601353e-06,2.382844307837004e-06,0.00013874392942925335,2,NOT_PERFORMED
482.0,2.0,1.8213298919022307,1.821121066572491,1.8211212302422735,2.3500420385003176e-06,2.3803051593147376e-06,0.00013852804479527164,2,NOT_PERFORMED
484.0,2.0,1.8247309161797538,1.824523399047613,1.8245235618494524,2.3475866350125535e-06,2.377757287214734e-06,0.0001383119717053634,2,NOT_PERFORMED
486.0,2.0,1.828134889736701,1.8279286697424448,1.8279288316772477,2.3451223182905023e-06,2.375200568494212e-06,0.00013809570914977324,2,NOT_PERFORMED
488.0,2.0,1.8315418289123038,1.8313368951256022,1.8313370561942406,2.3426489927122095e-06,2.372634899958491e-06,0.00013787925610959836,2,NOT_PERFORMED
490.0,2.0,1.8349517501920045,1.834748091810244,1.8347482520135667,2.34016657435525e-06,2.370060190436091e-06,0.0001376626115558872,2,NOT_PERFORMED
492.0,2.0,1.8383646702098981,1.8381622765564387,1.838162435895288,2.3376749874846783e-06,2.367476356467851e-06,0.0001374457744503447,2,NOT_PERFORMED
494.0,2.0,1.841780605751448,1.8415794662740153,1.8415796247491918,2.335174167055702e-06,2.36488332467996e-06,0.00013722874374436724,2,NOT_PERFORMED
496.0,2.0,1.8451995737557372,1.8449996780245845,1.8449998356368922,2.3326640495537694e-06,2.362281028184401e-06,0.00013701151837936394,2,NOT_PERFORMED
498.0,2.0,1.8486215913178001,1.848422929023992,1.8484230857741968,2.3301445777420095e-06,2.3596694025708013e-06,0.00013679409728692117,2,NOT_PERFORMED
500.0,2.0,1.8520466756909377,1.85184923664456,1.8518493925334172,2.32761569783308e-06,2.3570483866642627e-06,0.0001365764793881153,2,NOT_PERFORMED
502.0,2.0,1.855474844289008,1.8552786184174557,1.8552787734456948,2.3250773584113533e-06,2.3544179230246438e-06,0.00013635866359310446,2,NOT_PERFORMED
504.0,2.0,1.8589061146886692,1.858711092034878,1.8587112462032171,2.322529508407117e-06,2.3517779566868524e-06,0.00013614064880161468,2,NOT_PERFORMED
506.0,2.0,1.8623405046317463,1.8621466753525235,1.8621468286616574,2.3199721012217928e-06,2.3491284334055177e-06,0.0001359224339031196,2,NOT_PERFORMED
508.0,2.0,1.865778032027633,1.8655853863920098,1.8655855388426212,2.31740509081458e-06,2.3464693041133838e-06,0.00013570401777545635,2,NOT_PERFORMED
510.0,2.0,1.8692187149553758,1.8690272433428492,1.8690273949355944,2.3148284289113275e-06,2.3438005174494628e-06,0.00013548539928593108,2,NOT_PERFORMED
512.0,2.0,1.8726625716662302,1.8724722645651997,1.8724724153007162,2.312242071011573e-06,2.3411220254826378e-06,0.0001352665772902211,2,NOT_PERFORMED
