temperature_K,value_GPa
0,217.656
4.640625,217.700384476
9.28125,217.729987714
13.921875,217.745296356
18.5625,217.74678921
23.203125,217.734937254
27.84375,217.710203632
32.484375,217.673043657
37.125,217.623904808
41.765625,217.563226734
46.40625,217.491441249
51.046875,217.408972335
55.6875,217.316236144
60.328125,217.213640994
64.96875,217.101587371
69.609375,216.980467927
74.25,216.850667483
78.890625,216.71256303
83.53125,216.566523722
88.171875,216.412910884
92.8125,216.252078008
97.453125,216.084370752
102.09375,215.910126944
106.734375,215.729676579
111.375,215.543341817
116.015625,215.351436991
120.65625,215.154268596
125.296875,214.952135298
129.9375,214.74532793
134.578125,214.534129492
139.21875,214.318815152
143.859375,214.099652247
148.5,213.876900278
153.140625,213.650810919
157.78125,213.421628006
162.421875,213.189587547
167.0625,212.954917715
171.703125,212.717838853
176.34375,212.478563468
180.984375,212.237296239
185.625,211.994234009
190.265625,211.749565791
194.90625,211.503472765
199.546875,211.256128278
204.1875,211.007697845
208.828125,210.758339149
213.46875,210.508202041
218.109375,210.257428538
222.75,210.006152827
227.390625,209.75450126
232.03125,209.502592358
236.671875,209.250536811
241.3125,208.998437474
245.953125,208.746389371
250.59375,208.494479694
255.234375,208.242787803
259.875,207.991385223
264.515625,207.74033565
269.15625,207.489694946
273.796875,207.23951114
278.4375,206.989824431
283.078125,206.740667182
287.71875,206.492063927
292.359375,206.244031366
297,205.996578367
