temperature_K,value_W/(m-K)
1,1.19999655705
1.09321358429,1.32277146288
1.19511594088,1.4574725045
1.30651698137,1.60529883528
1.42830211214,1.76758520295
1.56143927147,1.94581592772
1.70698662261,2.14163971494
1.86610096404,2.35688525462
2.04004692355,2.59357752985
2.23020700942,2.85395471856
2.43809259848,3.14048552662
2.66535594841,3.45588673612
2.91380332978,3.80314068881
3.18540938206,4.18551235339
3.482332808,4.60656554546
3.80693353073,5.07017778351
4.16179145029,5.58055317428
4.54972694844,6.14223262967
4.97382330485,6.76010062855
5.43745120273,7.43938765596
5.94429551874,8.18566738395
6.49838461013,9.00484761078
7.10412233174,9.90315395484
7.76632303753,10.8871053155
8.49024984462,11.9634801721
9.28165646416,13.1392729041
10.1468329313,14.4216394837
11.0926555981,15.8178321229
12.1266417857,17.3351227568
13.2570095319,18.9807155961
14.4927429074,20.7616494037
15.84366342,22.6846906015
17.3205080757,24.7562188018
18.9350147152,26.9821068452
20.7000153054,29.3675978905
22.6295379269,31.9171825124
24.7389182679,34.6344790761
27.0449215111,37.5221208529
29.565875582,40.5816533693
32.3218168178,43.8134453254
35.3346492141,47.2166160532
38.6283185171,50.788981896
42.2290025412,54.5270230853
46.1653192291,58.4258716761
50.4685541044,62.4793199105
55.1729089264,66.6798470514
60.3157735232,71.018661311
65.9380229626,75.4857520545
72.084342424,80.0699460576
78.8035823527,84.7589602938
86.1491467187,89.5394425961
94.179417468,94.3969906366
102.958218537,99.3161390527
112.555323119,104.280304275
123.047008218,109.271676726
134.51666089,114.271050641
147.055440998,119.257582839
160.763005743,124.208473521
175.74830173,129.098564614
192.130430867,133.899854618
210.03959698,138.580933459
229.618140658,143.10634692
251.021670566,147.435908002
274.420300215,151.52398265
300,155.318789794
