temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
75,-96.9713015234
77.2564659042,-96.9894144576
79.5808203201,-96.9873521973
81.9751057558,-96.9631049326
84.4414261708,-96.9145079003
86.9819488249,-96.8392306307
89.5989061823,-96.7347655321
92.2945978737,-96.598415783
95.0713927169,-96.427282503
97.9317307986,-96.218251174
100.878125618,-95.967977285
103.913166298,-95.6728711767
107.039519854,-95.3290820619
110.259933547,-94.9324812054
113.577237289,-94.478644248
116.994346135,-93.9628326676
120.514262842,-93.379974375
124.140080509,-92.7246434524
127.874985296,-91.9910390523
131.72225922,-91.172963487
135.685283044,-90.2637995532
139.767539242,-89.256487155
143.972615066,-88.143499309
148.304205694,-86.9168176392
152.766117475,-85.5679074993
157.36227128,-84.0876928943
162.096705943,-82.4665314108
166.973581812,-80.6941894138
171.997184402,-78.7598178203
177.171928165,-76.6519288223
182.502360366,-74.3583740039
187.993165081,-71.8663243793
193.64916731,-69.1622529773
199.475337222,-66.2319207038
205.476794518,-63.0603663471
211.65881293,-59.6319017302
218.02682486,-55.9301131894
224.586426146,-51.9378707443
231.343380988,-47.6373465518
238.303627006,-43.0100444831
245.473280462,-38.0368429583
252.858641632,-32.6980534977
260.466200344,-26.9734978325
268.302641681,-20.8426068443
276.374851854,-14.284545098
284.689924254,-7.27836529175
293.255165685,0.196802411417
302.078102786,8.16152047916
311.166488644,16.6357670104
320.528309606,25.6386041774
330.171792299,35.1877835712
340.105410857,45.2992786943
350.337894369,55.9867334566
360.87823455,67.260813957
371.735693641,79.1284490449
382.919812549,91.5919431255
394.44041923,104.647942369
406.307637326,118.286232873
418.531895063,132.488346358
431.123934409,147.225945621
444.094820522,162.45895816
457.455951466,178.133422071
471.219068228,194.17900341
485.396265039,210.506138706
500,227.00275
