temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
75,-131.576109297
77.2564659042,-131.45263296
79.5808203201,-131.296992129
81.9751057558,-131.106483423
84.4414261708,-130.878218686
86.9819488249,-130.609113659
89.5989061823,-130.295876032
92.2945978737,-129.934992878
95.0713927169,-129.522717436
97.9317307986,-129.055055226
100.878125618,-128.527749487
103.913166298,-127.936265904
107.039519854,-127.275776637
110.259933547,-126.541143618
113.577237289,-125.726901134
116.994346135,-124.827237682
120.514262842,-123.835977109
124.140080509,-122.746559049
127.874985296,-121.552018693
131.72225922,-120.244965902
135.685283044,-118.817563741
139.767539242,-117.261506472
143.972615066,-115.567997091
148.304205694,-113.727724516
152.766117475,-111.730840542
157.36227128,-109.566936706
162.096705943,-107.225021257
166.973581812,-104.693496426
171.997184402,-101.960136279
177.171928165,-99.0120654296
182.502360366,-95.8357389881
187.993165081,-92.416924166
193.64916731,-88.7406840208
199.475337222,-84.7913639227
205.476794518,-80.5525814096
211.65881293,-76.0072202044
218.02682486,-71.1374292936
224.586426146,-65.9246281028
231.343380988,-60.349518965
238.303627006,-54.3921082577
245.473280462,-48.0317377916
252.858641632,-41.2471282657
260.466200344,-34.0164368721
268.302641681,-26.3173314362
276.374851854,-18.1270838181
284.689924254,-9.42268569725
293.255165685,-0.180990298493
302.078102786,9.62111587535
311.166488644,20.006506672
320.528309606,30.9975700012
330.171792299,42.6159156187
340.105410857,54.8820301451
350.337894369,67.8148715416
360.87823455,81.431394203
371.735693641,95.7459946262
382.919812549,110.76986625
394.44041923,126.51025052
406.307637326,142.9695695
418.531895063,160.144423366
431.123934409,178.024433902
444.094820522,196.590912599
457.455951466,215.815329111
471.219068228,235.657552593
485.396265039,256.063834838
500,276.9645
