temperature_K,value_W/(m-K)
4,3181.68525351
4.06803283246,3229.71373424
4.13722278149,3278.68835
4.20758952758,3328.6194545
4.27915308593,3379.51672945
4.35193381217,3431.38911253
4.42595240815,3484.24472138
4.50122992782,3538.09077349
4.5777877832,3592.93350194
4.65564775053,3648.77806701
4.73483197638,3705.62846341
4.81536298402,3763.48742348
4.8972636798,3822.35631599
4.98055735966,3882.23504084
5.06526771577,3943.12191965
5.15141884324,4005.01358223
5.23903524701,4067.90484934
5.32814184881,4131.78861151
5.41876399424,4196.65570453
5.51092745999,4262.49478158
5.60465846113,4329.29218243
5.69998365865,4397.03180007
5.79693016697,4465.69494504
5.89552556168,4535.26020812
5.99579788738,4605.70332175
6.09777566567,4676.99702075
6.20148790323,4749.11090314
6.30696410011,4822.01129154
6.4142342581,4895.66109617
6.52332888926,4970.01968007
6.63427902461,5045.0427276
6.74711622296,5120.68211711
6.86187257985,5196.88579894
6.97858073675,5273.59767966
7.09727389027,5350.75751398
7.21798580164,5428.30080536
7.34075080633,5506.15871663
7.46560382377,5584.25799213
7.5925803673,5662.5208925
7.72171655432,5740.86514369
7.85304911648,5819.2039016
7.9866154102,5897.44573372
8.12245342723,5975.49461934
8.26060180552,6053.24996968
8.40109984019,6130.60666932
8.54398749467,6207.45514048
8.68930541211,6283.68143118
8.83709492693,6359.16732882
8.98739807658,6433.79050008
9.14025761348,6507.42465833
9.2957170172,6579.93975938
9.45382050681,6651.20222631
9.61461305347,6721.07520409
9.77814039323,6789.41884418
9.94444904002,6856.0906195
10.1135862989,6920.94566963
10.2856002794,6983.83717601
10.4605399096,7044.61676656
10.6384549494,7103.13494914
10.8193960052,7159.24157245
11.0034145441,7212.7863134
11.1905629086,7263.61918909
11.3808943315,7311.5910916
11.5744629508,7356.55434339
11.7713238255,7398.36327086
11.9715329509,7436.87479333
12.1751472748,7471.94902449
12.3822247135,7503.44988318
12.5928241684,7531.24570992
12.8070055426,7555.20988577
13.0248297582,7575.22144975
13.2463587734,7591.1657108
13.4716556002,7602.93485048
13.7007843223,7610.42851233
13.9338101134,7613.55437387
14.1707992556,7612.2286972
14.4118191585,7606.37685429
14.6569383781,7595.93382317
14.9062266363,7580.84465126
15.1597548412,7561.06488234
15.4175951065,7536.56094397
15.6798207727,7507.3104922
15.9465064276,7473.3027109
16.2177279276,7434.53856326
16.4935624194,7391.03099331
16.7740883616,7342.80507576
17.0593855474,7289.89811271
17.3495351271,7232.35967621
17.6446196312,7170.25159598
17.944722994,7103.64789206
18.2499305773,7032.63465236
18.5603291946,6957.30985557
18.8760071362,6877.78314016
19.197054194,6794.17552049
19.5235616869,6706.61905133
19.8556224872,6615.25644253
20.1933310467,6520.24062544
20.5367834237,6421.73427326
20.8860773102,6319.90927751
21.2413120598,6214.94618296
21.602588716,6107.03358346
21.9700100407,5996.36748141
22.3436805437,5883.1506134
22.7237065125,5767.59174492
23.110196042,5649.90493687
23.5032590658,5530.30878683
23.9030073874,5409.02564805
24.3095547116,5286.2808292
24.7230166774,5162.30177788
25.1435108902,5037.31725132
25.5711569562,4911.5564773
26.0060765155,4785.24830903
26.4483932771,4658.62037733
26.8982330543,4531.89824401
27.3557238,4405.3045604
27.8209956435,4279.05823516
28.2941809274,4153.37361561
28.775414245,4028.45968737
