temperature_K,value_W/(m-K)
4,320.383132925
4.13722278149,329.944745045
4.27915308593,339.923179923
4.42595240815,350.335417867
4.5777877832,361.198781941
4.73483197638,372.530893533
4.8972636798,384.349619895
5.06526771577,396.67301295
5.23903524701,409.519238583
5.41876399424,422.906495664
5.60465846113,436.852923991
5.79693016697,451.376500335
5.99579788738,466.494921777
6.20148790323,482.225475481
6.4142342581,498.584894069
6.63427902461,515.589195731
6.86187257985,533.253508221
7.09727389027,551.591875865
7.34075080633,570.617048691
7.5925803673,590.340252786
7.85304911648,610.770940948
8.12245342723,631.916522665
8.40109984019,653.782072405
8.68930541211,676.370015129
8.98739807658,699.679787861
9.2957170172,723.707476059
9.61461305347,748.445423387
9.94444904002,773.88181342
10.2856002794,800.000221642
10.6384549494,826.779136027
11.0034145441,854.191444412
11.3808943315,882.203886851
11.7713238255,910.776471274
12.1751472748,939.861850983
12.5928241684,969.404663043
13.0248297582,999.340827356
13.4716556002,1029.59680747
13.9338101134,1060.08883582
14.4118191585,1090.72210868
14.9062266363,1121.38995913
15.4175951065,1151.97302104
15.9465064276,1182.33840229
16.4935624194,1212.33889284
17.0593855474,1241.81224172
17.6446196312,1270.58054778
18.2499305773,1298.44982093
18.8760071362,1325.20978512
19.5235616869,1350.63400915
20.1933310467,1374.48046782
20.8860773102,1396.49265086
21.602588716,1416.40135086
22.3436805437,1433.92726955
23.110196042,1448.78458293
23.9030073874,1460.68559506
24.7230166774,1469.34658352
25.5711569562,1474.49489291
26.4483932771,1475.87726131
27.3557238,1473.26926675
28.2941809274,1466.48565657
29.2648324791,1455.39117674
30.2687829073,1439.91136131
31.3071745531,1420.04259126
32.3811889463,1395.86060969
33.4920481501,1367.5266149
34.6410161514,1335.2900722
35.8294002989,1299.48751233
37.058552791,1260.53682895
38.329872214,1218.92694246
39.6448051339,1175.20312952
41.0048477419,1129.94877506
42.4115475574,1083.76471684
43.8665051882,1037.24765228
45.3713761523,990.969205934
46.9278727613,945.457186099
48.5377660688,901.180297613
50.2028878856,858.537170626
51.9251328643,817.85008081
53.7064606546,779.363255075
55.5488981334,743.245248906
57.4545417111,709.594595157
59.4255597168,678.44777906
61.4641948659,649.78858216
63.5727668113,623.557930989
65.7536747836,599.663546764
68.0094003204,577.988882203
70.3425100904,558.401019471
72.7556588133,540.757367577
75.2515922813,524.911127287
77.8331504824,510.715583685
80.5032708329,498.027344124
83.2649915186,486.708668476
86.1214549529,476.629046691
89.0759113517,467.666172503
92.1317224316,459.70644753
95.2923652356,452.645131398
98.5614360888,446.386233882
101.942654691,440.842226373
105.439868348,435.933633303
109.057056352,431.588549908
112.798334506,427.742120957
116.667959808,424.336005681
120.670335297,421.317846731
124.81001506,418.640755368
129.091709416,416.262820797
133.520290275,414.146648441
138.100796679,412.258929634
142.838440541,410.570043629
147.73861257,409.053691667
152.806888407,407.686562119
158.049034972,406.448025223
163.47101702,405.319855673
169.079003932,404.285981147
174.879376735,403.332254849
180.87873536,402.446250113
187.083906155,401.617075243
193.501949649,400.83520678
200.140168588,400.092339565
207.006116244,399.381252022
214.107605008,398.695685242
221.452715282,398.030234546
229.049804673,397.380252309
236.907517497,396.741760958
245.034794624,396.111375121
253.440883644,395.48623203
262.135349394,394.863929339
271.128084837,394.242469616
280.429322322,393.620210825
290.049645228,392.995822185
300,392.368244868
