temperature_K,value_W/(m-K)
4,961.762514717
4.13722278149,989.974916947
4.27915308593,1019.44211875
4.42595240815,1050.21379431
4.5777877832,1082.33977007
4.73483197638,1115.86968556
4.8972636798,1150.8525979
5.06526771577,1187.33652428
5.23903524701,1225.36791709
5.41876399424,1264.99106606
5.60465846113,1306.24742216
5.79693016697,1349.17483823
5.99579788738,1393.80672185
6.20148790323,1440.17109662
6.4142342581,1488.2895691
6.63427902461,1538.17619974
6.86187257985,1589.83627783
7.09727389027,1643.26500231
7.34075080633,1698.4460724
7.5925803673,1755.35019479
7.85304911648,1813.93351685
8.12245342723,1874.1359988
8.40109984019,1935.87974124
8.68930541211,1999.06728857
8.98739807658,2063.57993267
9.2957170172,2129.27604599
9.61461305347,2195.98947718
9.94444904002,2263.52804718
10.2856002794,2331.67218776
10.6384549494,2400.1737687
11.0034145441,2468.75516342
11.3808943315,2537.10860609
11.7713238255,2604.89589583
12.1751472748,2671.74850552
12.5928241684,2737.26815361
13.0248297582,2801.02789741
13.4716556002,2862.57380558
13.9338101134,2921.42726521
14.4118191585,2977.08797567
14.9062266363,3029.03767692
15.4175951065,3076.74465359
15.9465064276,3119.66904829
16.4935624194,3157.26900745
17.0593855474,3189.00766989
17.6446196312,3214.36099241
18.2499305773,3232.8263859
18.8760071362,3243.93210991
19.5235616869,3247.24734203
20.1933310467,3242.39279946
20.8860773102,3229.05174377
21.602588716,3206.98114552
22.3436805437,3176.02272422
23.110196042,3136.11351234
23.9030073874,3087.29552437
24.7230166774,3029.72404719
25.5711569562,2963.67401574
26.4483932771,2889.54390529
27.3557238,2807.85657165
28.2941809274,2719.25651337
29.2648324791,2624.5031255
30.2687829073,2524.45967052
31.3071745531,2420.07790792
32.3811889463,2312.37859398
33.4920481501,2202.42836972
34.6410161514,2091.31387102
35.8294002989,1980.11418649
37.058552791,1869.87301525
38.329872214,1761.57200322
39.6448051339,1656.10673235
41.0048477419,1554.26669168
42.4115475574,1456.72027848
43.8665051882,1364.00549015
45.3713761523,1276.52651989
46.9278727613,1194.55601441
48.5377660688,1118.24234848
50.2028878856,1047.62096124
51.9251328643,982.628614072
53.7064606546,923.119374225
55.5488981334,868.881192776
57.4545417111,819.652100765
59.4255597168,775.135260881
61.4641948659,735.01234732
63.5727668113,698.954953906
65.7536747836,666.63392819
68.0094003204,637.726684779
70.3425100904,611.922660748
72.7556588133,588.927142483
75.2515922813,568.463723359
77.8331504824,550.275654039
80.5032708329,534.126330499
83.2649915186,519.79913691
86.1214549529,507.096827295
89.0759113517,495.840595932
92.1317224316,485.868954584
95.2923652356,477.036506506
98.5614360888,469.212683448
101.942654691,462.280492575
105.439868348,456.135305113
109.057056352,450.683706943
112.798334506,445.842422855
116.667959808,441.537319969
120.670335297,437.702491614
124.81001506,434.279420041
129.091709416,431.21621458
133.520290275,428.466920768
138.100796679,425.990895436
142.838440541,423.752242605
147.73861257,421.719305036
152.806888407,419.864206548
158.049034972,418.162440454
163.47101702,416.592499794
169.079003932,415.135545423
174.879376735,413.775108281
180.87873536,412.496822555
187.083906155,411.288186696
193.501949649,410.138349559
200.140168588,409.037919191
207.006116244,407.978791988
214.107605008,406.95400022
221.452715282,405.957576049
229.049804673,404.984430379
236.907517497,404.030245039
245.034794624,403.091376916
253.440883644,402.16477281
262.135349394,401.247893904
271.128084837,400.338648833
280.429322322,399.435334442
290.049645228,398.53658343
300,397.641318121
