temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
4,-300.04
4.27915308593,-300.04
4.5777877832,-300.04
4.8972636798,-300.04
5.23903524701,-300.04
5.60465846113,-300.04
5.99579788738,-300.04
6.4142342581,-300.04
6.86187257985,-300.04
7.34075080633,-300.04
7.85304911648,-300.04
8.40109984019,-300.04
8.98739807658,-300.04
9.61461305347,-300.04
10.2856002794,-300.04
11.0034145441,-300.04
11.7713238255,-300.04
12.5928241684,-300.04
13.4716556002,-300.04
14.4118191585,-300.04
15.4175951065,-300.04
16.4935624194,-300.04
17.6446196312,-300.04
18.8760071362,-300.04
20.1933310467,-300.04
21.602588716,-300.04
23.110196042,-300.035566226
24.7230166774,-300.017213055
26.4483932771,-299.952502146
28.2941809274,-299.832319358
30.2687829073,-299.646201999
32.3811889463,-299.382170883
34.6410161514,-299.026546014
37.058552791,-298.563745312
39.6448051339,-297.976066013
42.4115475574,-297.243448744
45.3713761523,-296.343224738
48.5377660688,-295.249847272
51.9251328643,-293.934609182
55.5488981334,-292.3653493
59.4255597168,-290.506151852
63.5727668113,-288.317044336
68.0094003204,-285.753701159
72.7556588133,-282.76716234
77.8331504824,-279.303579014
83.2649915186,-275.304000084
89.0759113517,-270.704217308
95.2923652356,-265.434689133
101.942654691,-259.420566543
109.057056352,-252.581846765
116.667959808,-244.833682377
124.81001506,-236.08687341
133.520290275,-226.248567376
142.838440541,-215.223185211
152.806888407,-202.91357759
163.47101702,-189.222392826
174.879376735,-174.053600161
187.083906155,-157.3140545
200.140168588,-138.914902047
214.107605008,-118.772499225
229.049804673,-96.8083337671
245.034794624,-72.9471752446
262.135349394,-47.1123132675
280.429322322,-19.2162253979
300,10.8557
