temperature_K,value_J/(kg-K)
47,87.0831810501
48.3811679759,92.2216452623
49.8029237173,97.4866636429
51.2664599587,102.877828504
52.7730044849,108.393615687
54.3238211612,114.031316559
55.9202109934,119.787009522
57.5635132196,125.655569832
59.2551064332,131.630716184
60.9964097399,137.705091883
62.7888839479,143.870377823
64.6340327937,150.117433877
66.5334042032,156.436464522
68.4885915907,162.817204056
70.5012351954,169.249115975
72.5730234574,175.721600785
74.7056944343,182.224206279
76.9010372592,188.746833835
79.1608936416,195.279934988
81.4871594127,201.814692109
83.8817861154,208.343178075
86.3467826419,214.858490035
88.8842169187,221.354853475
91.4962176414,227.827693452
94.1849760611,234.273670906
96.9527478216,240.690683017
99.8018548528,247.077827323
102.734687318,253.435330549
105.753705619,259.764443714
108.86144246,266.067305923
112.060504973,272.346779931
115.353576906,278.606263246
118.74342087,284.849479046
122.232880663,291.080251165
125.82488365,297.302268762
129.522443221,303.518845987
133.328661322,309.732682287
137.246731052,315.945630162
141.279939344,322.158477087
145.431669724,328.370749426
149.705405147,334.580546163
154.104730922,340.784412138
158.633337715,346.977260084
163.29502465,353.152352336
168.093702495,359.301354197
173.033396938,365.414469951
178.118251972,371.480675588
183.352533367,377.488060089
188.740632247,383.424288481
194.287068779,389.277199476
199.996495961,395.035548736
205.873703525,400.689909776
211.923621959,406.23374087
218.151326639,411.664627651
224.562042092,416.985710021
231.161146371,422.207301368
237.954175576,427.348712985
244.946828492,432.440299867
252.144971371,437.525754899
259.554642855,442.664693614
267.18205904,447.93559551
275.033618693,453.439200887
283.115908617,459.30251403
291.43570918,465.683630614
300,472.777704985
