temperature_K,value_J/(kg-K)
4,2.16436508993
4.07774122816,2.20423087724
4.15699338095,2.24511364049
4.23778582367,2.28692546053
4.32014849232,2.32959146845
4.40411190473,2.37304927069
4.48970717183,2.41724840108
4.57696600923,2.46214978329
4.66592074893,2.50772519174
4.75660435131,2.55395670356
4.84905041734,2.60083613753
4.94329320105,2.64836447843
5.0393676222,2.69655128751
5.13730927922,2.74541410112
5.23715446242,2.79497782081
5.33894016741,2.84527409865
5.44270410883,2.89634072209
5.54848473431,2.94822100276
5.65632123872,3.00096317334
5.76625357871,3.05461979675
5.87832248748,3.10924719119
5.9925694899,3.16490487442
6.10903691789,3.22165503018
6.2277679261,3.27956199925
6.34880650792,3.3386917971
6.47219751173,3.39911166001
6.59798665759,3.46088962093
6.72622055413,3.52409411637
6.85694671581,3.58879362511
6.99021358058,3.6550563399
7.12607052779,3.7229498726
7.26456789649,3.79254099387
7.40575700406,3.86389540817
7.54969016529,3.9370775651
7.69642071171,4.01215050825
7.84600301135,4.08917576277
7.9984924889,4.16821326342
8.15394564628,4.24932132463
8.31242008349,4.33255665463
8.47397452006,4.41797441586
8.6386688167,4.50562833394
8.80656399756,4.5955708578
8.97772227282,4.68785337369
9.1522070617,4.7825264758
9.33008301604,4.87964029643
9.51141604416,4.97924489864
9.69627333535,5.08139073419
9.88472338476,5.1861291698
10.0768360187,5.29351308432
10.2726824208,5.40359753966
10.4723351577,5.51644052774
10.6758682069,5.63210379621
10.8833569834,5.75065375459
11.094878368,5.87216246332
11.3105107357,5.99670870717
11.5303339846,6.12437915495
11.7544295659,6.25526960709
11.9828805135,6.3894863325
12.2157714755,6.52714749668
12.4531887449,6.66838468248
12.6952202918,6.81334450584
12.9419557961,6.96219032882
13.1934866807,7.11510407272
13.4499061452,7.27228813509
13.7113092008,7.43396741494
13.977792705,7.60039145161
14.249455398,7.77183668392
14.5263979388,7.94860883748
14.8087229429,8.13104544999
15.0965350202,8.31951854532
15.3899408135,8.51443746999
15.6890490385,8.7162519069
15.9939705238,8.92545508391
16.3048182517,9.14258719725
16.6217074006,9.36823907152
16.9447553875,9.60305608147
17.2740819111,9.84774236303
17.6098089969,10.1030653431
17.9520610416,10.3698606214
18.30096486,10.6490372388
18.6566497312,10.9415833704
19.019247447,11.2485724817
19.3888923608,11.5711699903
19.765721437,11.910640475
20.149874302,12.2683554757
20.5414932958,12.6458019262
20.9407235251,13.0445912628
21.3477129164,13.466469246
21.7626122715,13.9133265309
22.185575323,14.3872100132
22.6167587913,14.89033497
23.0563224426,15.4250979995
23.5044291485,15.9940907508
23.9612449458,16.6001144089
24.4269390983,17.2461948749
24.9016841597,17.9355985456
25.3856560372,18.6718485516
25.8790340567,19.4587412603
26.3820010294,20.3003627818
26.8947433197,21.2011051369
27.4174509139,22.1656816443
27.9503174907,23.1991409731
28.4935404929,24.3068791609
29.0473212011,25.4946487408
29.6118648073,26.7685639247
30.1873804918,28.1351005737
30.7740815004,29.6010894338
31.3721852232,31.1737008335
31.9819132755,32.860418723
32.6034915797,34.6690015958
33.2371504491,36.6074274649
33.8831246732,38.6838196841
34.5416536047,40.9063500294
35.2129812482,43.2831150893
35.8973563505,45.8219816993
36.5950324931,48.5303969306
37.3062681857,51.4151580331
38.0313269624,54.4821378225
38.770477479,57.7359613537
39.5239936129,61.1796303984
40.2921545641,64.8140933759
41.0752449594,68.6377600587
41.8735549569,72.6459626793
42.6873803543,76.8303681535
43.5170226982,81.1783500376
44.3627893958,85.6723337026
45.2249938288,90.2891339108
46.1039554697,94.9993106499
47,99.7665763463
