temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
102,-1331.87223159
103.656493486,-1320.03076552
105.339888645,-1307.98097799
107.050622365,-1295.72074027
108.789138626,-1283.24797272
110.555888621,-1270.56064746
112.351330869,-1257.65679078
114.175931337,-1244.5344855
116.030163558,-1231.19187298
117.914508755,-1217.62715502
119.829455968,-1203.83859531
121.775502176,-1189.8245206
123.753152432,-1175.58332151
125.76291999,-1161.1134527
127.805326438,-1146.41343268
129.880901838,-1131.48184291
131.990184856,-1116.31732614
134.133722909,-1100.91858414
136.312072304,-1085.28437431
138.525798381,-1069.41350552
140.775475662,-1053.30483263
143.061687999,-1036.95724993
145.385028727,-1020.36968308
147.746100816,-1003.54107958
150.145517028,-986.47039749
152.583900076,-969.156592292
155.061882788,-951.598601656
157.580108266,-933.795327908
160.139230059,-915.745617957
162.739912328,-897.448240446
165.382830021,-878.901859832
168.068669047,-860.105007116
170.798126453,-841.056046873
173.571910609,-821.753140264
176.390741387,-802.194203622
179.255350349,-782.376862217
182.166480939,-762.298398748
185.124888674,-741.955696082
188.131341343,-721.345173721
191.186619201,-700.462717432
194.291515174,-679.303601428
197.446835069,-657.862402456
200.653397776,-636.13290506
203.912035486,-614.107997273
207.223593903,-591.779555903
210.588932466,-569.138320515
214.008924573,-546.173755156
217.484457803,-522.873896778
221.016434153,-499.225189243
224.605770266,-475.212301698
228.253397671,-450.81793003
231.960263028,-426.022579993
235.727328369,-400.804330495
239.555571348,-375.138575433
243.4459855,-348.997742319
247.399580492,-322.350985811
251.41738239,-295.163854138
255.500433921,-267.397926226
259.649794749,-239.010417184
263.866541746,-209.953749641
268.151769272,-180.175088205
272.506589459,-149.615834148
276.932132501,-118.211077166
281.429546948,-85.8890008706
286,-52.5702383738
