temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
4,-1697.9
4.2095326928,-1697.9
4.43004137294,-1697.9
4.66210099746,-1697.9
4.90631664149,-1697.9
5.16332507589,-1697.9
5.43379642763,-1697.9
5.71843592704,-1697.9
6.01798574664,-1697.9
6.33322693632,-1697.9
6.66498145984,-1697.85139949
7.01411433802,-1697.82789219
7.38153590424,-1697.78392413
7.76820417799,-1697.71643602
8.1751273629,-1697.62200787
8.60336647549,-1697.49682073
9.05403811168,-1697.3366147
9.52831735824,-1697.13664291
10.0274408567,-1696.89162111
10.5527100279,-1696.59567252
11.105494465,-1696.24226757
11.687235505,-1695.82415806
12.2994499867,-1695.33330549
12.9437342056,-1694.7608029
13.6217680764,-1694.09679003
14.3353195128,-1693.33036113
15.0862490377,-1692.44946513
15.876514634,-1691.44079772
16.7081768499,-1690.28968483
17.5834041717,-1688.97995723
18.5044786779,-1687.49381586
19.4738019894,-1685.81168773
20.4939015319,-1683.91207203
21.5674371254,-1681.77137665
22.6972079198,-1679.36374502
23.8861596935,-1676.66087379
25.1373925338,-1673.63182174
26.4541689207,-1670.2428111
27.8399222331,-1666.45702236
29.2982657013,-1662.23438459
30.833001828,-1657.53136366
32.448132303,-1652.30075156
34.1478684375,-1646.49146103
35.9366421443,-1640.04833059
37.8191174939,-1632.91194676
39.8002028759,-1625.0184915
41.8850637966,-1616.29962508
44.0791363479,-1606.68241684
46.3881413817,-1596.08933903
48.8180994262,-1584.43834238
51.3753463837,-1571.64303573
54.0665500515,-1557.61299705
56.8987275072,-1542.25424853
59.8792634051,-1525.46993511
63.0159292311,-1507.1612537
66.3169035664,-1487.22868947
69.790793412,-1465.57362676
73.4466566311,-1442.10041489
77.2940255664,-1416.71898469
81.342931895,-1389.34812925
85.603932785,-1359.91958411
90.0881384227,-1328.38306672
94.807240981,-1294.71246471
99.7735451059,-1258.91339717
105,-1221.03241375
