temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
105,-1222.54845431
106.60962512,-1211.12855032
108.243925412,-1199.56303087
109.903279139,-1187.8492325
111.588070367,-1175.98441175
113.298689044,-1163.96574379
115.035531101,-1151.79032125
116.798998535,-1139.45515331
118.589499506,-1126.95716486
120.407448434,-1114.29319612
122.253266087,-1101.46000239
124.127379688,-1088.45425423
126.030223007,-1075.27253796
127.962236462,-1061.91135666
129.923867226,-1048.3671315
131.915569325,-1034.63620379
133.937803745,-1020.71483743
135.991038539,-1006.59922211
138.075748937,-992.285477222
140.19241745,-977.769656541
142.341533991,-963.047753786
144.523595979,-948.115709156
146.73910846,-932.969416919
148.988584222,-917.604734173
151.272543915,-902.017490876
153.591516169,-886.203501281
155.946037718,-870.158576899
158.336653524,-853.878541139
160.763916904,-837.359245767
163.228389657,-820.596589366
165.730642193,-803.586537966
168.271253668,-786.325148029
170.850812114,-768.808592021
173.46991458,-751.033186767
176.129167266,-732.995424852
178.829185666,-714.69200932
181.570594709,-696.119891944
184.354028902,-677.276315386
187.180132482,-658.158859547
190.04955956,-638.765492489
192.962974275,-619.094626262
195.921050947,-599.14517808
198.924474234,-578.916637253
201.973939289,-558.409138347
205.07015192,-537.623541082
208.213828757,-516.561517488
211.405697415,-495.225646913
214.646496663,-473.619519484
217.936976596,-451.747848707
221.277898806,-429.616593897
224.670036562,-407.233093218
228.114174987,-384.606208144
231.611111237,-361.74648023
235.161654691,-338.666301122
238.766627136,-315.380096828
242.426862953,-291.904527331
246.143209318,-268.258702703
249.916526393,-244.464416953
253.747687524,-220.546400965
257.637579448,-196.532595928
261.587102493,-172.454448796
265.59717079,-148.347231412
269.668712484,-124.250385048
273.802669948,-100.207892226
278,-76.2686778384
