temperature_K,value_W/(m-K)
4,0.00494274381529
4.27915308593,0.00491788533875
4.5777877832,0.00489810255728
4.8972636798,0.00488230101041
5.23903524701,0.00486967906972
5.60465846113,0.00485967611827
5.99579788738,0.00485192851781
6.4142342581,0.00484623174853
6.86187257985,0.00484250766015
7.34075080633,0.00484077612552
7.85304911648,0.00484113060197
8.40109984019,0.00484371722916
8.98739807658,0.00484871715699
9.61461305347,0.00485633182881
10.2856002794,0.00486677095971
11.0034145441,0.00488024295805
11.7713238255,0.00489694754742
12.5928241684,0.00491707035955
13.4716556002,0.00494077928652
14.4118191585,0.00496822240437
15.4175951065,0.00499952730661
16.4935624194,0.00503480171511
17.6446196312,0.00507413526517
18.8760071362,0.00511760238891
20.1933310467,0.00516526624632
21.602588716,0.00521718367407
23.110196042,0.005273411139
24.7230166774,0.00533401169527
26.4483932771,0.00539906295162
28.2941809274,0.00546866605992
30.2687829073,0.00554295573804
32.3811889463,0.00562211134175
34.6410161514,0.00570636900353
37.058552791,0.005796034863
39.6448051339,0.0058914994269
42.4115475574,0.00599325311847
45.3713761523,0.00610190310926
48.5377660688,0.00621819157243
51.9251328643,0.00634301555806
55.5488981334,0.00647744876811
59.4255597168,0.00662276560227
63.5727668113,0.00678046795597
68.0094003204,0.00695231537647
72.7556588133,0.00714035931982
77.8331504824,0.00734698239722
83.2649915186,0.00757494364679
89.0759113517,0.00782743100713
95.2923652356,0.00810812228871
101.942654691,0.00842125601514
109.057056352,0.00877171350824
116.667959808,0.00916511346828
124.81001506,0.0096079199826
133.520290275,0.0101075642752
142.838440541,0.0106725794338
152.806888407,0.0113127456015
163.47101702,0.0120392403937
174.879376735,0.0128647851878
187.083906155,0.0138037718913
200.140168588,0.0148723461457
214.107605008,0.0160884108527
229.049804673,0.0174714975608
245.034794624,0.0190424318471
262.135349394,0.020822692053
280.429322322,0.0228333292826
300,0.0250932831626
