temperature_K,value_W/(m-K)
75,0.183869949503
76.6422861491,0.183950602416
78.3205336821,0.184193543244
80.0355300508,0.184578511446
81.7880799499,0.185087423758
83.5790056947,0.185704149707
85.4091476068,0.186414323323
87.2793644083,0.187205183707
89.1905336252,0.188065438503
91.1435519985,0.188985145402
93.1393359055,0.189955607731
95.1788217894,0.190969280959
97.2629665988,0.192019687585
99.392748237,0.193101338381
101.56916602,0.194209658447
103.793241147,0.195340916892
106.066017178,0.196492159237
108.388560523,0.197661141968
110.761960945,0.198846268767
113.18733207,0.200046528215
115.665811906,0.201261432847
118.198563383,0.202490959531
120.786774896,0.203735491265
123.431660862,0.204995760481
126.134462288,0.206272794046
128.896447359,0.207567860114
131.718912028,0.208882417052
134.603180625,0.210218064616
137.550606481,0.211576497591
140.562572558,0.21295946209
143.640492105,0.214368714711
146.785809313,0.215805984733
150,0.217272939571
153.284572298,0.218771153663
156.641067364,0.22030208101
160.071060102,0.2218670316
163.5761599,0.223467151944
167.158011389,0.225103409994
170.818295214,0.226776584744
174.558728817,0.228487260826
178.38106725,0.230235828488
182.287103997,0.232022489322
186.278671811,0.233847268207
190.357643579,0.235710031946
194.525933198,0.237610515074
198.785496474,0.239548353482
203.138332041,0.241523126345
207.586482295,0.243534407056
212.132034356,0.245581823802
216.777121047,0.247665130453
221.523921891,0.249784288536
226.374664139,0.251939560971
231.331623811,0.254131618472
236.397126766,0.256361659358
241.573549792,0.258631543777
246.863321723,0.260943943337
252.268924576,0.263302507336
257.792894718,0.265712046925
263.437824056,0.268178738873
269.20636125,0.270710350986
275.101212961,0.27331649153
281.125145117,0.276008885961
287.28098421,0.278801684854
293.571618626,0.281711808063
300,0.284759331692
