temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
77,-508.627283674
78.6247204204,-504.828707033
80.2837228726,-500.947735304
81.9777307164,-496.982641497
83.7074825751,-492.931667509
85.4737326567,-488.793023826
87.2772510834,-484.564889226
89.1188242272,-480.245410476
90.9992550527,-475.832702035
92.9193634673,-471.324845749
94.8799866787,-466.71989054
96.8819795598,-462.015852079
98.9262150217,-457.210712458
101.013584394,-452.302419829
103.144997813,-447.288888032
105.321384621,-442.167996183
107.543693768,-436.937588236
109.812894227,-431.595472493
112.129975418,-426.139421067
114.495947636,-420.56716928
116.911842495,-414.876414982
119.378713377,-409.064817796
121.897635889,-403.129998242
124.469708333,-397.069536757
127.096052188,-390.880972572
129.777812596,-384.561802425
132.516158858,-378.109479101
135.312284954,-371.521409749
138.167410051,-364.794953973
141.082779045,-357.927421635
144.059663098,-350.916070358
147.099360194,-343.75810267
150.203195705,-336.450662746
153.372522968,-328.990832701
156.608723877,-321.375628368
159.913209484,-313.601994507
163.287420613,-305.666799353
166.732828492,-297.566828454
170.250935391,-289.298777673
173.843275278,-280.859245293
177.511414489,-272.244723083
181.256952411,-263.451586231
185.081522177,-254.476081987
188.986791378,-245.314316892
192.974462796,-235.962242406
197.046275137,-226.415638772
201.204003799,-216.67009691
205.449461639,-206.720998115
209.784499765,-196.563491331
214.211008345,-186.19246772
218.73091743,-175.602532231
223.346197795,-164.787971856
228.0588618,-153.742720201
232.870964265,-142.460317989
237.784603368,-130.933869045
242.80192156,-119.155991312
247.925106496,-107.118762338
253.156391993,-94.8136586942
258.498059001,-82.2314886585
263.9524366,-69.3623174852
269.521903012,-56.1953844904
275.208886643,-42.7190111114
281.015867137,-28.9204990186
286.945376459,-14.7860172658
293,-0.3004773696
