temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
77,-138.622705474
78.5243529427,-137.616807565
80.0788831827,-136.591054777
81.6641881337,-135.545070625
83.2808770362,-134.478472413
84.9295711917,-133.390871165
86.6109042017,-132.281871569
88.3255222106,-131.151071913
90.0740841547,-129.998064022
91.857262015,-128.822433195
93.6757410755,-127.623758142
95.5302201867,-126.401610917
97.4214120342,-125.155556852
99.3500434123,-123.885154489
101.316855504,-122.589955504
103.322604164,-121.269504638
105.368060212,-119.92333961
107.454009727,-118.550991038
109.581254349,-117.151982346
111.75061159,-115.725829669
113.962915143,-114.272041743
116.219015209,-112.790119796
118.519778817,-111.279557417
120.866090163,-109.739840417
123.258850945,-108.170446679
125.698980713,-106.570845983
128.187417221,-104.94049982
130.725116788,-103.278861177
133.313054664,-101.585374299
135.952225407,-99.8594744278
138.643643262,-98.1005874996
141.388342555,-96.308129814
144.187378088,-94.4815076585
147.041825544,-92.6201168874
149.952781901,-90.7233424502
152.921365853,-88.7905578613
155.948718243,-86.8211246054
159.036002497,-84.8143914709
162.184405074,-82.7696938023
165.39513592,-80.6863526625
168.669428935,-78.5636738964
172.008542446,-76.4009470811
175.41375969,-74.1974443544
178.886389311,-71.952419105
182.427765856,-69.6651045107
186.039250293,-67.3347119081
189.722230535,-64.9604289756
193.478121969,-62.5414177102
197.308368003,-60.0768121754
201.214440618,-57.5657159974
205.197840938,-55.0071995835
209.260099804,-52.4002970327
213.402778361,-49.7440027087
217.627468662,-47.0372674399
221.935794276,-44.2789943088
226.329410914,-41.4680339902
230.810007064,-38.6031795925
235.379304641,-35.6831609526
240.03905965,-32.7066383313
244.791062857,-29.6721954498
249.63714048,-26.5783318022
254.579154892,-23.4234541747
259.619005332,-20.205867294
264.758628641,-16.9237635214
270,-13.5752115
