temperature_K,value_J/(kg-K)
54.5247402075,59.5875828805
55.7495475667,61.2911829282
57.0018681807,62.9903870083
58.2823200889,64.6826127026
59.5915352137,66.3653208456
60.930159673,68.036030607
62.2988540984,69.6923342468
63.6982939616,71.3319114053
65.1291699074,72.952542794
66.5921880951,74.5521231604
68.0880705466,76.1286734096
69.6175555027,77.6803517734
71.1813977877,79.2054639303
72.7803691816,80.7024719918
74.4152588013,82.1700022823
76.0868734899,83.6068518565
77.7960382147,85.0119937086
79.5435964748,86.3845806446
81.3304107168,87.7239478023
83.1573627609,89.029613816
85.0253542359,90.3012806378
86.9353070242,91.5388320376
88.8881637168,92.742330817
90.8848880781,93.9120147794
92.9264655224,95.0482915104
95.0139035993,96.1517320269
97.1482324914,97.2230633595
99.3305055228,98.2631601372
101.561799678,99.2730352454
103.843216136,100.253829628
106.17588081,101.206801303
108.560944906,102.133313661
110.999585489,103.03482311
113.493006066,103.91286612
116.042437177,104.769045724
118.649137008,105.605017514
121.314392002,106.422475174
124.039517506,107.223135561
126.825858409,108.008723359
129.674789814,108.78095531
132.587717712,109.541524005
135.566079677,110.292081222
138.611345577,111.034220782
141.725018297,111.769460886
144.908634482,112.499225866
148.163765295,113.224827314
151.492017193,113.947444512
154.89503272,114.66810408
158.374491316,115.38765879
161.932110146,116.106765451
165.569644951,116.825861794
169.288890908,117.545142292
173.091683524,118.264532852
176.979899534,118.983664337
180.955457832,119.701844892
185.020320417,120.41803108
189.176493362,121.130797869
193.426027801,121.83830755
197.771020943,122.538277725
202.213617111,123.227948569
206.756008793,123.904049646
211.400437729,124.562766649
216.149196016,125.199708537
221.004627238,125.809875666
225.969127625,126.387629646
231.045147234,126.926665798
236.235191159,127.419989264
241.541820765,127.85989599
246.967654955,128.237959991
252.515371462,128.545028518
258.187708169,128.771226928
263.98746446,128.905975249
269.917502604,128.938018637
275.980749165,128.855474035
282.180196449,128.645895483
288.518903978,128.29636056
295,127.793580438
