temperature_K,"value_[(L-L 293 )/L 293 ] x 10 5 unitless, eg. m/m"
80,-722.810208
81.6039454536,-719.448466012
83.24004892,-715.935364412
84.9089551454,-712.267282817
86.6113218026,-708.440624961
88.3478197506,-704.451826166
90.1191332984,-700.29736107
91.9259604752,-695.9737516
93.7690133049,-691.477575128
95.6490180872,-686.805472791
97.5667156835,-681.954157906
99.5228618091,-676.920424416
101.518227331,-671.701155306
103.553598571,-666.293330883
105.629777616,-660.694036837
107.747582636,-654.900471954
109.907848202,-648.909955357
112.11142562,-642.719933108
114.359183263,-636.327984015
116.652006914,-629.731824431
118.990800116,-622.929311821
121.376484527,-615.918446853
123.810000283,-608.697373716
126.292306372,-601.264378338
128.824381005,-593.61788416
131.407222008,-585.75644503
134.041847212,-577.678734789
136.729294855,-569.383533017
139.47062399,-560.869706383
142.266914906,-552.136184955
145.119269548,-543.181932765
148.028811956,-534.00591185
150.996688705,-524.607038877
154.02406936,-514.984133394
157.112146932,-505.135856637
160.262138355,-495.060639673
163.475284957,-484.756599589
166.752852959,-474.221442247
170.096133963,-463.452349992
173.506445473,-452.44585254
176.985131403,-441.197679062
180.533562614,-429.702589297
184.153137451,-417.954181312
187.845282296,-405.94467325
191.611452127,-393.664656171
195.453131096,-381.102814798
199.371833109,-368.245612635
203.369102425,-355.0769376
207.446514266,-341.577703922
211.605675434,-327.72540564
215.848224947,-313.493616574
220.175834686,-298.851431141
224.590210049,-283.762839867
229.093090628,-268.1860328
233.686250893,-252.072623434
238.371500889,-235.366785007
243.150686953,-218.004290262
248.025692439,-199.911444943
252.998438461,-181.003904329
258.070884651,-161.185361142
263.245029928,-140.346092046
268.52291329,-118.361348749
273.906614614,-95.0895784343
279.39825548,-70.3704568096
285,-44.0227155
