temperature_K,value_W/(m-K)
70,0.13715279253
71.6099553182,0.142456282222
73.2569385811,0.147651369085
74.9418014078,0.152721226246
76.665415004,0.157651591966
78.4286706127,0.162430887002
80.232479975,0.167050265044
82.0777758011,0.171503599516
83.9655122534,0.175787411872
85.8966654391,0.179900748067
87.8722339155,0.183845010686
89.8932392057,0.187623754975
91.9607263276,0.191242457018
94.0757643336,0.194708262172
96.2394468637,0.198029721383
98.4528927109,0.201216522324
100.7172464,0.204279221417
103.033678778,0.207228981838
105.403387622,0.210077321769
107.827598258,0.212835876056
110.30756419,0.215516173747
112.844567756,0.218129432975
115.439920784,0.22068637426
118.094965276,0.223197052643
120.811074096,0.22567070854
123.589651685,0.228115637181
126.432134785,0.230539076249
129.339993182,0.232947111136
132.314730466,0.235344597639
135.357884809,0.237735101683
138.471029759,0.240120856184
141.655775056,0.242502735168
144.913767462,0.244880245679
148.246691613,0.24725153827
151.656270893,0.249613437056
155.14426832,0.251961490618
158.712487461,0.254290045279
162.362773365,0.256592342063
166.097013514,0.25886063927
169.917138803,0.261086361862
173.825124536,0.263260279026
177.822991446,0.26537271116
181.912806743,0.267413766518
186.096685181,0.269373607982
190.376790152,0.271242749106
194.755334806,0.273012378674
199.234583192,0.274674711593
203.816851432,0.276223363956
208.504508917,0.277653749039
213.299979531,0.278963491016
218.205742909,0.280152852898
223.224335712,0.281225175206
228.358352947,0.282187322841
233.610449301,0.283050138556
238.983340519,0.283828903241
244.479804805,0.284543805816
250.102684262,0.285220428914
255.854886357,0.285890260796
261.739385428,0.286591249848
267.759224222,0.28736842446
273.917515465,0.288274610474
280.217443476,0.289371288349
286.66226581,0.290729646855
293.255314944,0.29243190634
300,0.294573007814
