temperature_K,value_J/(kg-K)
50,100.238971099
51.4195909708,106.41467646
52.8794867121,112.652568753
54.3808315496,118.960487046
55.9248022987,125.346092606
57.5126091864,131.816304198
59.1454968006,138.376836163
60.824745065,145.031834884
62.551670243,151.783608364
64.3276259687,158.632443049
66.1540043086,165.57650227
68.0322368526,172.611801011
69.9637958358,179.732251492
71.9501952928,186.929774571
73.9929922445,194.194470872
76.0937879184,201.51484555
78.2542290037,208.878079461
80.4760089421,216.270338399
82.7608692553,223.677111485
85.1106009099,231.083568373
87.5270457213,238.474924575
90.0120977975,245.836803376
92.5677050234,253.155583175
95.1958705882,260.418718739
97.8986545551,267.615026305
100.678175476,274.734922524
103.536612054,281.770610059
106.476204846,288.716202747
109.499258026,295.567786583
112.608141186,302.323414274
115.805291195,308.983032421
119.09321411,315.548343994
122.474487139,322.022608936
125.951760661,328.410388787
129.527760305,334.717241477
133.205289085,340.949374847
136.987229598,347.113267881
140.876546283,353.215269483
144.876287745,359.26118673
148.989589144,365.255873673
153.219674654,371.20283436
157.569859988,377.103854412
162.043554998,382.958676391
166.644266349,388.764736591
171.375600266,394.516981585
176.241265361,400.207785888
181.245075541,405.82699298
186.390952996,411.362103364
191.682931274,416.798636834
197.125158444,422.120693579
202.721900345,427.31174172
208.477543931,432.355657178
214.396600711,437.23804071
220.483710281,441.947832912
226.743643968,446.479248585
233.181308561,450.834047363
239.801750165,455.024157622
246.610158151,459.074676037
253.611869228,463.027270927
260.812371621,466.944039535
268.217309377,470.911902566
275.832486789,475.047673044
283.663872943,479.504018875
291.717606399,484.476667599
300,490.213382369
