temperature_K,value_W/(m-K)
1,0.0390211442114
1.09321358429,0.044234648597
1.19511594088,0.0502085464991
1.30651698137,0.0570362563922
1.42830211214,0.0648197959443
1.56143927147,0.0736705173502
1.70698662261,0.0837100514917
1.86610096404,0.0950715216507
2.04004692355,0.107901087926
2.23020700942,0.122359880698
2.43809259848,0.138626375551
2.66535594841,0.156899253261
2.91380332978,0.177400777302
3.18540938206,0.200380708051
3.482332808,0.226120757798
3.80693353073,0.254939573405
4.16179145029,0.287198213487
4.54972694844,0.323306062956
4.97382330485,0.363727098022
5.43745120273,0.408986377195
5.94429551874,0.459676586106
6.49838461013,0.516464403911
7.10412233174,0.58009638481
7.76632303753,0.651403959119
8.49024984462,0.73130705495
9.28165646416,0.820815727063
10.1468329313,0.921029059901
11.0926555981,1.03313049732
12.1266417857,1.15837865684
13.2570095319,1.29809263148
14.4927429074,1.45363079242
15.84366342,1.6263622101
17.3205080757,1.81763004149
18.9350147152,2.02870661611
20.7000153054,2.2607405152
22.6295379269,2.51469668476
24.7389182679,2.79129153926
27.0449215111,3.0909260522
29.565875582,3.41362091295
32.3218168178,3.75895883538
35.3346492141,4.12603988439
38.6283185171,4.51345607148
42.2290025412,4.91929129868
46.1653192291,5.3411518737
50.4685541044,5.77623122057
55.1729089264,6.22141011206
60.3157735232,6.67339090986
65.9380229626,7.12886119195
72.084342424,7.58467913549
78.8035823527,8.03807050978
86.1491467187,8.48682548874
94.179417468,8.92948298043
102.958218537,9.36549088875
112.555323119,9.79533255333
123.047008218,10.2206122279
134.51666089,10.6440953354
147.055440998,11.0697017365
160.763005743,11.5024516597
175.74830173,11.9483635694
192.130430867,12.4143004488
210.03959698,12.9077551619
229.618140658,13.4365562655
251.021670566,14.0084625083
274.420300215,14.6305972492
300,15.3086538243
