temperature_K,value_W/(m-K)
4,0.928884112304
4.27915308593,0.998129663621
4.5777877832,1.0745046277
4.8972636798,1.15809848919
5.23903524701,1.24902512044
5.60465846113,1.34742369602
5.99579788738,1.45346216608
6.4142342581,1.56734257708
6.86187257985,1.68930761022
7.34075080633,1.8196477781
7.85304911648,1.95870878859
8.40109984019,2.10689865502
8.98739807658,2.26469420131
9.61461305347,2.43264667764
10.2856002794,2.61138626211
11.0034145441,2.80162527352
11.7713238255,3.00415995797
12.5928241684,3.21987073627
13.4716556002,3.44972081151
14.4118191585,3.69475303796
15.4175951065,3.95608494789
16.4935624194,4.23490182464
17.6446196312,4.53244770424
18.8760071362,4.85001418743
20.1933310467,5.18892695443
21.602588716,5.55052989973
23.110196042,5.93616684767
24.7230166774,6.34716087317
26.4483932771,6.78479133759
28.2941809274,7.25026885611
30.2687829073,7.74470853817
32.3811889463,8.26910198102
34.6410161514,8.82428864124
37.058552791,9.41092735028
39.6448051339,10.0294688652
42.4115475574,10.6801304413
45.3713761523,11.3628734629
48.5377660688,12.0773851597
51.9251328643,12.8230653496
55.5488981334,13.599018982
59.4255597168,14.4040549923
63.5727668113,15.236691623
68.0094003204,16.0951679249
72.7556588133,16.977460632
77.8331504824,17.8813050248
83.2649915186,18.8042177884
89.0759113517,19.743519255
95.2923652356,20.696351829
101.942654691,21.6596908584
109.057056352,22.6303437687
116.667959808,23.6049329355
124.81001506,24.5798575817
133.520290275,25.5512299585
142.838440541,26.5147812628
152.806888407,27.465733199
163.47101702,28.3986319117
174.879376735,29.3071423149
187.083906155,30.1838028134
200.140168588,31.0197433064
214.107605008,31.8043735007
229.049804673,32.5250543472
245.034794624,33.1667732642
262.135349394,33.7118541214
280.429322322,34.1397459603
300,34.4269499532
